gene_id,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,GO,Uniprot,chr
YAL033W,POP5,NC_001133.9,,82706,83227,+,RNA-binding protein POP5,"Translation, ribosomal structure and biogenesis","ribonuclease MRP complex,nucleolar ribonuclease P complex,ribonuclease MRP activity,RNA binding,nuclear-transcribed mRNA catabolic process, RNase MRP-dependent,rRNA processing,tRNA processing,intronic box C/D RNA processing,ribonuclease MRP complex,ribonuclease MRP complex,ribonuclease MRP complex,ribonuclease MRP complex,ribonuclease MRP complex,endoribonuclease complex,ribonucleoprotein complex,tRNA 5'-leader removal,tRNA 5'-leader removal,ribonuclease P RNA binding,ribonuclease P complex,ribonuclease P activity,hydrolase activity,nucleus,cytoplasm,cytoplasm,rRNA processing,tRNA processing,nucleus,RNA phosphodiester bond hydrolysis,RNA phosphodiester bond hydrolysis, endonucleolytic,RNA phosphodiester bond hydrolysis, endonucleolytic,ribonuclease MRP activity,ribonuclease P activity,ribonuclease P activity,tRNA processing,rRNA processing,tRNA processing,ribonuclease MRP complex,mitochondrion,lipoyl(octanoyl) transferase activity,nucleolar ribonuclease P complex",P28005,I
YAL034C,FUN19,NC_001133.9,,80710,81951,-,Fun19p,Function unknown,"molecular_function,biological_process,cellular_component,positive regulation of DNA-templated transcription,chromatin remodeling,Clr6 histone deacetylase complex I'',Rpd3L-Expanded complex,transcription coactivator activity,chromatin binding,nucleus,regulation of transcription by RNA polymerase II",P28003,I
YAL034W-A,MTW1,NC_001133.9,,79718,80587,+,MIND complex subunit MTW1,Function unknown,"nucleus,chromosome, centromeric region,mitotic cell cycle,molecular_function,chromosome segregation,protein localization to kinetochore,protein localization to kinetochore,protein localization to kinetochore,protein localization to kinetochore,protein localization to kinetochore,protein localization to kinetochore,protein localization to kinetochore,protein localization to kinetochore,protein localization to kinetochore,spindle pole,cell cycle,cell division,chromosome, centromeric region,kinetochore,spindle pole,chromosome,cytoplasm,cytoskeleton,MIS12/MIND type complex,mitotic sister chromatid segregation,kinetochore assembly",P39731,I
YAL035W,FUN12,NC_001133.9,,76427,79435,+,translation initiation factor eIF5B,"Translation, ribosomal structure and biogenesis","GTPase activity,GTP binding,GTP binding,GTP binding,GTPase activity,translation initiation factor activity,translation initiation factor activity,GTPase activity,GTP binding,translation initiation factor binding,ribosome binding,maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),formation of cytoplasmic translation initiation complex,formation of cytoplasmic translation initiation complex,regulation of translational initiation,ribosome assembly,cytosolic small ribosomal subunit,eukaryotic 48S preinitiation complex,cytoplasm,mitochondrion,cytosol,cytoplasmic stress granule,GTPase activity,GTPase activity,GTP binding,ribosome binding,small ribosomal subunit rRNA binding,formation of cytoplasmic translation initiation complex,formation of cytoplasmic translation initiation complex,cytosolic ribosome assembly,nucleotide binding,translation initiation factor activity,hydrolase activity,metal ion binding,translation,translational initiation,cytoplasm,cytoplasm,GTPase activity,mitochondrion,GTP binding,translational initiation,cytoplasm,translation initiation factor activity",P39730,I
YAL036C,RBG1,NC_001133.9,,75043,76152,-,GTP-binding protein RBG1,Signal transduction mechanisms,"GTP binding,GTP binding,GTP binding,GTP binding,GTP binding,GTP binding,cytoplasmic translation,cytoplasmic translation,cytoplasmic translation,positive regulation of cellular response to amino acid starvation,polysome,polysome,cytoplasm,nucleotide binding,GTPase activity,cytoplasm,GTP binding,cytoplasm,cytoplasmic stress granule,peroxisome,cytoplasmic translation,GTP binding,cytoplasm",P39729,I
YAL037C-A,YAL037C-A,NC_001133.9,,73426,73518,-,uncharacterized protein,No COG annotation,"molecular_function,biological_process,cellular_component",Q3E741,I
YAL037W,YAL037W,NC_001133.9,,74020,74823,+,uncharacterized protein,No COG annotation,"molecular_function,biological_process,cellular_component",P39728,I
YAL038W,CDC19,NC_001133.9,,71786,73288,+,pyruvate kinase CDC19,Nucleotide transport and metabolism,"pyruvate kinase activity,pyruvate kinase activity,pyruvate metabolic process,glycolytic process,cytoplasm,cytoplasm,pyruvate kinase activity,transferase activity,glycolytic process,kinase activity,metal ion binding,glycolytic process,metabolic process,phosphorylation,nucleotide binding,catalytic activity,ATP binding,monocarboxylic acid metabolic process,glycolytic process,glycolytic process,glycolytic process,glycolytic process,magnesium ion binding,magnesium ion binding,pyruvate kinase activity,pyruvate kinase activity,pyruvate kinase activity,pyruvate kinase activity,potassium ion binding,potassium ion binding,catalytic activity,plasma membrane,cytoplasm,glycolytic process,pyruvate kinase activity",P00549,I
YAL039C,CYC3,NC_001133.9,,68716,69525,-,holocytochrome c synthase CYC3,Energy production and conversion,"mitochondrion,holocytochrome-c synthase activity,holocytochrome-c synthase activity,holocytochrome-c synthase activity,cytochrome c-heme linkage,mitochondrial intermembrane space,holocytochrome-c synthase activity,lyase activity,metal ion binding,mitochondrion,membrane,mitochondrial intermembrane space,mitochondrial inner membrane,holocytochrome-c synthase activity,mitochondrial inner membrane,mitochondrion,mitochondrion,holocytochrome-c synthase activity,mitochondrion,cytochrome c-heme linkage",P06182,I
YAL040C,CLN3,NC_001133.9,,65778,67520,-,cyclin CLN3,"Cell cycle control, cell division, chromosome partitioning","cyclin-dependent protein serine/threonine kinase regulator activity,cyclin-dependent protein serine/threonine kinase regulator activity,cyclin-dependent protein serine/threonine kinase regulator activity,regulation of transcription involved in G1/S transition of mitotic cell cycle,regulation of transcription involved in G1/S transition of mitotic cell cycle,regulation of transcription involved in G1/S transition of mitotic cell cycle,vacuole organization,vacuole fusion, non-autophagic,vacuole fusion, non-autophagic,nucleus,nucleus,nucleus,traversing start control point of mitotic cell cycle,traversing start control point of mitotic cell cycle,traversing start control point of mitotic cell cycle,traversing start control point of mitotic cell cycle,nucleus,mitotic cell cycle phase transition,regulation of protein phosphorylation,regulation of protein phosphorylation,cyclin-dependent protein serine/threonine kinase regulator activity,regulation of cyclin-dependent protein serine/threonine kinase activity,cell cycle,cell division,cyclin-dependent protein serine/threonine kinase regulator activity,cytoplasm,mitotic cell cycle phase transition,regulation of cyclin-dependent protein serine/threonine kinase activity,spindle pole body,cyclin-dependent protein kinase holoenzyme complex,nucleus",P13365,I
YAL041W,CDC24,NC_001133.9,,62840,65404,+,Rho family guanine nucleotide exchange factor CDC24,Signal transduction mechanisms,"cellular bud site selection,regulation of exit from mitosis,septin ring organization,protein localization to cell cortex,incipient cellular bud site,nucleus,cytoplasm,cellular bud tip,cellular bud neck,mating projection tip,guanyl-nucleotide exchange factor activity,cellular component organization,guanyl-nucleotide exchange factor activity,guanyl-nucleotide exchange factor activity,pheromone-dependent signal transduction involved in conjugation with cellular fusion,pheromone-dependent signal transduction involved in conjugation with cellular fusion,intracellular signal transduction,chemotropism,Cdc24p-Far1p-Gbetagamma complex,Cdc24p-Far1p-Gbetagamma complex,guanyl-nucleotide exchange factor activity,guanyl-nucleotide exchange factor activity,guanyl-nucleotide exchange factor activity,nucleus,cytoplasm,cytoplasm,establishment of cell polarity,nucleus,septin ring organization,mating projection tip,division septum",P11433,I
YAL042W,ERV46,NC_001133.9,,61316,62563,+,Erv46p,"Intracellular trafficking, secretion, and vesicular transport","Golgi membrane,endoplasmic reticulum membrane,molecular_function,COPII-coated ER to Golgi transport vesicle,intracellular transport,endoplasmic reticulum,protein transport,vesicle-mediated transport,Golgi membrane,endoplasmic reticulum,endoplasmic reticulum membrane,Golgi apparatus,membrane,endoplasmic reticulum to Golgi vesicle-mediated transport,retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum,endoplasmic reticulum to Golgi vesicle-mediated transport,endoplasmic reticulum,membrane,COPII-coated ER to Golgi transport vesicle",P39727,I
YAL043C,PTA1,NC_001133.9,,58695,61052,-,RNA-processing protein PTA1,RNA processing and modification,"mRNA polyadenylation,mRNA polyadenylation,tRNA processing,termination of RNA polymerase II transcription, poly(A)-coupled,pre-mRNA cleavage required for polyadenylation,mRNA cleavage and polyadenylation specificity factor complex,mRNA cleavage and polyadenylation specificity factor complex,RNA binding,nucleus,mRNA cleavage and polyadenylation specificity factor complex,mRNA processing,tRNA processing,nucleus,mRNA polyadenylation,mRNA cleavage and polyadenylation specificity factor complex",Q01329,I
YAL044C,GCV3,NC_001133.9,,57950,58462,-,glycine decarboxylase subunit H,Amino acid transport and metabolism,"glycine catabolic process,one-carbon metabolic process,protein lipoylation,mitochondrion,small molecule metabolic process,mitochondrion,mitochondrion,mitochondrion,lipoic acid binding,glycine cleavage complex,glycine decarboxylation via glycine cleavage system,glycine decarboxylation via glycine cleavage system,glycine cleavage complex,glycine cleavage complex,mitochondrion,mitochondrion,mitochondrion,glycine decarboxylation via glycine cleavage system,cytoplasm,protein lipoylation",P39726,I
YAL044W-A,BOL1,NC_001133.9,,57518,57850,+,Bol1p,Signal transduction mechanisms,"[4Fe-4S] cluster assembly,[4Fe-4S] cluster assembly,[4Fe-4S] cluster assembly,protein maturation by [4Fe-4S] cluster transfer,molecular_function,mitochondrion,mitochondrial matrix,mitochondrial matrix",Q3E793,I
YAL046C,BOL3,NC_001133.9,,57029,57385,-,Bol3p,Signal transduction mechanisms,"protein maturation by [4Fe-4S] cluster transfer,protein maturation by [4Fe-4S] cluster transfer,protein maturation by [4Fe-4S] cluster transfer,protein maturation by [4Fe-4S] cluster transfer,protein maturation by [4Fe-4S] cluster transfer,protein maturation by [4Fe-4S] cluster transfer,protein maturation by [4Fe-4S] cluster transfer,protein maturation by [4Fe-4S] cluster transfer,protein maturation by [4Fe-4S] cluster transfer,protein maturation by [4Fe-4S] cluster transfer,protein maturation by [4Fe-4S] cluster transfer,protein maturation by [4Fe-4S] cluster transfer,protein maturation by [4Fe-4S] cluster transfer,protein maturation by [4Fe-4S] cluster transfer,molecular_function,mitochondrial matrix,mitochondrion,mitochondrial matrix,protein maturation by [4Fe-4S] cluster transfer,mitochondrial matrix",P39724,I
YAL047C,SPC72,NC_001133.9,,54989,56857,-,gamma-tubulin complex subunit SPC72,Function unknown,"microtubule nucleation,mitotic spindle orientation checkpoint signaling,mitotic spindle orientation checkpoint signaling,outer plaque of spindle pole body,protein-containing complex binding,protein-containing complex binding,microtubule plus-end binding,microtubule lateral binding,astral microtubule organization,cytoplasmic microtubule organization,gamma-tubulin complex localization to cytoplasmic side of mitotic spindle pole body,gamma-tubulin complex localization to cytoplasmic side of mitotic spindle pole body,gamma-tubulin complex localization to cytoplasmic side of mitotic spindle pole body,astral microtubule anchoring at mitotic spindle pole body,spindle pole body,spindle microtubule,mitotic spindle astral microtubule end,cell cycle,cell division,karyogamy,cytoplasm,spindle pole body,cytoskeleton,outer plaque of mitotic spindle pole body",P39723,I
YAL048C,GEM1,NC_001133.9,,52801,54789,-,ERMES complex Ca(2+)-binding regulatory GTPase GEM1,Defense mechanisms,"regulation of mitochondrion organization,phospholipid homeostasis,phospholipid homeostasis,phospholipid homeostasis,ERMES complex,ERMES complex,ERMES complex,ERMES complex,GTPase activity,calcium ion binding,mitochondrion inheritance,mitochondrion inheritance,mitochondrion inheritance,mitochondrion-endoplasmic reticulum membrane tethering,mitochondrion-endoplasmic reticulum membrane tethering,mitochondrial outer membrane,ERMES complex,ERMES complex,ERMES complex,ERMES complex,heme transport,GTPase activity,mitochondrion,mitochondrial outer membrane,nucleotide binding,membrane,GTPase activity,GTPase activity,GTPase activity,GTP binding,GTP binding,GTP binding,GTP binding,mitochondrial outer membrane,GTP binding,hydrolase activity,metal ion binding,small GTPase mediated signal transduction,mitochondrion,mitochondrial outer membrane,calcium ion binding,calcium ion binding,mitochondrion organization,mitochondrial outer membrane,mitochondrion organization,GTP binding,GTPase activity",P39722,I
YAL049C,AIM2,NC_001133.9,,51855,52595,-,protein AIM2,"Secondary metabolites biosynthesis, transport, and catabolism","molecular_function,biological_process,cytoplasm,cytoplasm,cytoplasm,hydrolase activity",P39721,I
YAL051W,OAF1,NC_001133.9,,48564,51707,+,oleate-activated transcription factor OAF1,Transcription,"positive regulation of fatty acid beta-oxidation,positive regulation of transcription by RNA polymerase II,positive regulation of transcription from RNA polymerase II promoter by oleic acid,positive regulation of transcription from RNA polymerase II promoter by oleic acid,Pip2-Oaf1 complex,Pip2-Oaf1 complex,RNA polymerase II cis-regulatory region sequence-specific DNA binding,DNA-binding transcription activator activity, RNA polymerase II-specific,sequence-specific DNA binding,sequence-specific DNA binding,DNA binding,metal ion binding,sporulation resulting in formation of a cellular spore,nucleus,nucleus,DNA-binding transcription factor activity, RNA polymerase II-specific,DNA-binding transcription factor activity, RNA polymerase II-specific,zinc ion binding,zinc ion binding,regulation of DNA-templated transcription,regulation of DNA-templated transcription,DNA-binding transcription activator activity, RNA polymerase II-specific,DNA-binding transcription activator activity, RNA polymerase II-specific,zinc ion binding,RNA polymerase II cis-regulatory region sequence-specific DNA binding,nucleus,DNA-binding transcription factor activity, RNA polymerase II-specific,positive regulation of transcription by RNA polymerase II",P39720,I
