locus_tag,gene_name,accession,start,end,strand,gene_product,COG,regulator,uniprot,kegg_maps,EC_number,aerobic_essential,anaerobic_essential,interpro_annotation,anaero_xylose_model_flux,anaero_glucose_model_flux,aero_xylose_model_flux,aero_glucose_model_flux,anaero_xylose_model_growth_perc_change,anaero_glucose_model_growth_perc_change,aero_xylose_model_growth_perc_change,aero_glucose_model_growth_perc_change,FIMO_regulators,LDI_early_glucose_fold_change,LDI_late_glucose_fold_change,LDI_early_xylose_fold_change,LDI_late_xylose_fold_change,no_LDI_early_glucose_fold_change,no_LDI_late_glucose_fold_change,no_LDI_early_xylose_fold_change,no_LDI_late_xylose_fold_change
ZMO1_ZMOp33x018,ZMO1_ZMOp33x018,CP023717.1,13532.0,14254.0,+,bacterial bifunctional deaminase-reductase C-terminal domain-containing protein,Coenzyme transport and metabolism,"['ZMO0199', 'ZMO0781', 'ZMO0940', 'ZMO1126']",,map00740;map01100;map01110,1.1.1.193,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.2055828437025091,1.283727760388885,1.6065287065277047,1.0,1.1073877817257851,1.3071679289215359,1.654627551272492
ZMO1_ZMOp32x011,ZMO1_ZMOp32x011,CP023716.1,13704.0,14201.0,-,uncharacterized protein,No COG annotation,['ZMO1336'],,,,0.0,0.0,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,2.4228370362148794,2.6097600877298683,2.7942333601538465,1.0,2.7130898554478726,3.135707638084856,3.5677464147994673
ZMO1_ZMO0011,ZMO1_ZMO0011,CP023715.1,13757.0,14371.0,-,uncharacterized protein,No COG annotation,"['ZMO0023', 'ZMO0781', 'ZMO1121', 'ZMO1336', 'ZMO1412', 'ZMO1412', 'ZMO1574', 'ZMO1857']",Q5NRL9,,,0.0,0.0,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.8225772398131281,0.7978759667777342,1.0682489773640915,1.0,1.0402864205351694,1.0271049984507725,1.427382149639078
ZMO1_ZMOp36x017,ZMO1_ZMOp36x017,CP023718.1,13785.0,14768.0,+,phage late control D family protein,No COG annotation,['ZMO1787'],,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['CosR_Campylobacter_jejuni'],,,,,,,,
ZMO1_ZMOp33x019,ZMO1_ZMOp33x019,CP023717.1,14269.0,15162.0,-,LysR family transcription regulator,Transcription,"['ZMO0199', 'ZMO0781', 'ZMO1206', 'ZMO1412', 'ZMO1697', 'ZMO1793']",,,,0.0,0.0,"Expansin, family-45 endoglucanase-like domain profile.;SignalP-TM",,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.8475854194340949,0.9526399330079204,1.313271277325028,1.0,0.8838921169906292,1.1814848389104065,1.5516758941132682
ZMO1_ZMOp32x012,ZMO1_ZMOp32x012,CP023716.1,14431.0,14637.0,+,hypothetical protein,No COG annotation,"['ZMO0199', 'ZMO1412', 'ZMO1793']",,,,-2.55029163400858,-2.98498314748532,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,
ZMO1_ZMO0012,ZMO1_ZMO0012,CP023715.1,14548.0,15729.0,-,coproporphyrinogen III oxidase,Coenzyme transport and metabolism,[],Q5NRL8,,,0.0,0.0,SignalP-TM,,,,,1.000000000000019,0.9999999999999537,0.9999999999999732,0.9999999999999903,[],1.0,0.9750583229901219,1.0296286949058175,1.1000916394245848,1.0,1.0175644847273602,0.9445544554686046,1.0950037313364294
ZMO1_ZMOp32x013,ZMO1_ZMOp32x013,CP023716.1,14627.0,14944.0,+,hypothetical protein,No COG annotation,[],,,,-1.47617758774168,-2.70742534470092,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,
ZMO1_ZMOp36x018,ZMO1_ZMOp36x018,CP023718.1,14740.0,15081.0,-,uncharacterized protein,No COG annotation,"['ZMO0373', 'ZMO0373', 'ZMO1336', 'ZMO1697', 'ZMO1937']",,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['Cap37_Clostridium_acetobutylicum', 'CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,1.1588692642262157,1.7191981138494397,0.8327946517341918,1.0,0.4611106354008961,0.7971952571349802,0.38614795652014827
ZMO1_ZMOp39x015,ZMO1_ZMOp39x015,CP023719.1,14742.0,15656.0,+,ABC transporte ATPase,Defense mechanisms,"['ZMO1336', 'ZMO1412']",,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.2122414645456265,1.3936395873500678,1.590700170379923,1.0,1.3210656678529633,1.4521704615721553,1.7786071839061552
ZMO1_ZMOp32x014,ZMO1_ZMOp32x014,CP023716.1,14941.0,15072.0,+,hypothetical protein,No COG annotation,['ZMO1787'],,,,0.0,0.0,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",,,,,,,,
ZMO1_ZMOp32x015,ZMO1_ZMOp32x015,CP023716.1,15069.0,15320.0,+,Azospirillum phage Cd Gp10 family protein,No COG annotation,[],,,,-1.97150960129653,-2.8418266346108,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",,,,,,,,
ZMO1_ZMOp36x048,ZMO1_ZMOp36x048,CP023718.1,15092.0,15454.0,-,uncharacterized protein,No COG annotation,"['ZMO0373', 'ZMO1412']",,,,0.0,0.0,SignalP-TM,,,,,,,,,"['Cap37_Clostridium_acetobutylicum', 'CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",,,,,,,,
ZMO1_ZMOp33x020,ZMO1_ZMOp33x020,CP023717.1,15333.0,16574.0,-,Bcr/CflA subfamily drug resistance transporter,Amino acid transport and metabolism,"['ZMO0199', 'ZMO1787']",,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],,,,,,,,
ZMO1_ZMOp32x016,ZMO1_ZMOp32x016,CP023716.1,15427.0,17199.0,+,winged helix-turn-helix DNA-binding domain,Transcription,[],,,,-2.88247785871267,-2.85841100994866,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],,,,,,,,
ZMO1_ZMOp36x049,ZMO1_ZMOp36x049,CP023718.1,15559.0,15885.0,-,uncharacterized protein,No COG annotation,"['ZMO1206', 'ZMO1412', 'ZMO1793']",,,,0.0,0.0,SignalP-TM,,,,,,,,,"['Cap37_Clostridium_acetobutylicum', 'CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",,,,,,,,
ZMO1_ZMOp39x016,ZMO1_ZMOp39x016,CP023719.1,15656.0,18772.0,+,ABC transporter permease,Energy production and conversion,['ZMO0100'],,,,0.0,0.0,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.6846515956690271,0.7910385268732207,0.5903430606863617,1.0,0.6378485349761633,1.0621036517067242,0.5604798930727747
ZMO1_ZMO0013,ZMO1_ZMO0013,CP023715.1,15736.0,16365.0,-,rdgB/HAM1 family non-canonical purine NTP pyrophosphatase,Nucleotide transport and metabolism,['ZMO1857'],Q5NRL7,map00230,3.6.1.66,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,0.9999999999999875,0.9999999999999629,0.999999999999972,1.0000000000000198,[],1.0,0.7998504319707017,0.7083084445632495,0.7210132340292522,1.0,0.6030535064193199,0.5037436263290813,0.5932349237583824
ZMO1_ZMOp36x019,ZMO1_ZMOp36x019,CP023718.1,15990.0,16229.0,-,hypothetical protein,No COG annotation,[],,,,0.0,0.0,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],,,,,,,,
ZMO1_ZMOp36x050,ZMO1_ZMOp36x050,CP023718.1,16240.0,16428.0,-,hypothetical protein,No COG annotation,"['ZMO0781', 'ZMO1121', 'ZMO1412', 'ZMO1787', 'ZMO1793']",,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['Cap37_Clostridium_acetobutylicum', 'CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",,,,,,,,
ZMO1_ZMO0014,ZMO1_ZMO0014,CP023715.1,16367.0,17080.0,-,ribonuclease PH,"Translation, ribosomal structure and biogenesis",[],Q5NRL6,,2.7.7.56,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.2785764800520152,1.2458945680374551,1.0231535158617224,1.0,1.1674803163662064,1.0369751469286266,1.1892994091437334
ZMO1_ZMOp36x020,ZMO1_ZMOp36x020,CP023718.1,16532.0,16861.0,-,hypothetical protein,No COG annotation,['ZMO1787'],,,,0.0,0.0,SignalP-TM,,,,,,,,,"['Cap37_Clostridium_acetobutylicum', 'CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",,,,,,,,
ZMO1_ZMOp33x021,ZMO1_ZMOp33x021,CP023717.1,16682.0,17731.0,-,alcohol dehydrogenase-like protein,Function unknown,['ZMO1787'],,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.9194885990898667,1.0038542538836543,0.9410950836228619,1.0,0.8933083705837037,0.833788820578437,0.8664688409199504
ZMO1_ZMOp36x051,ZMO1_ZMOp36x051,CP023718.1,16907.0,17233.0,-,uncharacterized protein,No COG annotation,"['ZMO0203', 'ZMO0373', 'ZMO1412']",,,,0.0,0.0,SignalP-TM,,,,,,,,,"['Cap37_Clostridium_acetobutylicum', 'CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,
ZMO1_ZMO0015,ZMO1_ZMO0015,CP023715.1,17333.0,18370.0,+,heat-inducible transcription repressor HrcA,Transcription,[],Q5NRL5,,,0.0,-1.01836894358007,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.9629616407204724,1.5767365446550585,3.2236683907885615,1.0,1.2975217620665267,2.0856408693986515,2.8409658630803487
ZMO1_ZMOp36x052,ZMO1_ZMOp36x052,CP023718.1,17338.0,17664.0,-,hypothetical protein,No COG annotation,"['ZMO0199', 'ZMO0373', 'ZMO0774']",,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['Cap37_Clostridium_acetobutylicum', 'CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,
ZMO1_ZMOp36x022,ZMO1_ZMOp36x022,CP023718.1,17693.0,18055.0,-,uncharacterized protein,No COG annotation,[],,,,0.0,0.0,SignalP-TM,,,,,,,,,"['AmpR_Pseudomonas_aeruginosa', 'Cap37_Clostridium_acetobutylicum', 'CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,
ZMO1_ZMOp33x022,ZMO1_ZMOp33x022,CP023717.1,18110.0,19093.0,+,NADP-dependent oxidoreductase domain protein,Energy production and conversion,[],,,,0.0,-1.10262511478146,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.7612332476423759,0.6770462556097333,0.9610888669870115,1.0,0.7017977307041404,0.8114011537323849,1.010106236876237
ZMO1_ZMOp36x023,ZMO1_ZMOp36x023,CP023718.1,18307.0,18507.0,-,YafQ-like toxin,Function unknown,[],,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['AmpR_Pseudomonas_aeruginosa', 'MogR_Listeria_monocytogenes']",,,,,,,,
ZMO1_ZMOp32x019,ZMO1_ZMOp32x019,CP023716.1,18313.0,18489.0,+,hypothetical protein,No COG annotation,"['ZMO0199', 'ZMO0199']",,,,0.0,0.0,SignalP-TM,,,,,,,,,[],,,,,,,,
ZMO1_ZMO0016,ZMO1_ZMO0016,CP023715.1,18367.0,18939.0,+,GrpE protein,"Post-translational modification, protein turnover, and chaperones",[],Q5NRL4,,,-2.13144331170252,-2.20600788358261,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,1.1564095038507167,1.2140407997767824,1.2091491943469503,1.0,1.3336201522928302,1.3541230892073417,1.2449447217048726
ZMO1_ZMOp36x024,ZMO1_ZMOp36x024,CP023718.1,18578.0,18835.0,-,antitoxin DinJ,"Replication, recombination and repair",[],,,,0.0,0.0,SignalP-TM,,,,,,,,,['MogR_Listeria_monocytogenes'],,,,,,,,
ZMO1_ZMOp39x017,ZMO1_ZMOp39x017,CP023719.1,18828.0,19004.0,-,hypothetical protein,No COG annotation,[],,,,0.0,0.0,SignalP-TM,,,,,,,,,[],,,,,,,,
ZMO1_ZMOp39x018,ZMO1_ZMOp39x018,CP023719.1,18983.0,20167.0,-,secreted lipase,Amino acid transport and metabolism,"['ZMO0203', 'ZMO0940', 'ZMO1061', 'ZMO1206', 'ZMO1412', 'ZMO1787', 'ZMO1793']",,,,0.0,0.0,Integrins beta chain EGF (I-EGF) domain signature.;SignalP-TM;SignalP-noTM,,,,,,,,,"['Fur_Helicobacter_pylori', 'NikR_Helicobacter_pylori']",1.0,1.4580461400768392,1.0705181689044572,0.45886332683023234,1.0,1.2487132851055514,0.9294317871419994,0.39690931204270985
ZMO1_ZMO0017,ZMO1_ZMO0017,CP023715.1,18995.0,20401.0,+,RsmB-like methyltransferase,"Translation, ribosomal structure and biogenesis",['ZMO1787'],Q5NRL3,,2.1.1.176,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.8903607324809216,0.8733050935809611,0.8778941836131594,1.0,0.9638396188746615,0.9017104641485626,1.163316880839193
ZMO1_ZMOp33x023,ZMO1_ZMOp33x023,CP023717.1,19136.0,20125.0,+,NADP-dependent oxidoreductase domain protein,Energy production and conversion,"['ZMO0199', 'ZMO0199', 'ZMO0373']",,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.239953903146813,1.179103459096152,1.3710972244286932,1.0,1.1688048681055678,1.1488633352254882,1.4025634829467173
ZMO1_ZMOp36x025,ZMO1_ZMOp36x025,CP023718.1,19189.0,20517.0,+,DNA-damage-inducible protein D,Function unknown,[],,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['AmpR_Pseudomonas_aeruginosa', 'MogR_Listeria_monocytogenes']",1.0,0.9070962507075911,0.7730100262862971,0.8505292299279319,1.0,0.8863954998039908,0.8902332059455841,0.9207802773208167
ZMO1_ZMOp32x030,ZMO1_ZMOp32x030,CP023716.1,19567.0,19761.0,-,hypothetical protein,No COG annotation,"['ZMO1697', 'ZMO1787']",,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],,,,,,,,
ZMO1_ZMOp32x031,ZMO1_ZMOp32x031,CP023716.1,19922.0,20131.0,-,hypothetical protein,No COG annotation,[],,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,['NikR_Helicobacter_pylori'],,,,,,,,
ZMO1_ZMOp32x020,ZMO1_ZMOp32x020,CP023716.1,20381.0,20623.0,+,MazE antitoxin,Signal transduction mechanisms,['ZMO0373'],,,,0.0,0.0,,,,,,,,,,[],1.0,0.9821987660471381,0.9328665464893113,0.9974244942440883,1.0,0.7731454732994277,0.9188650143413337,0.9291778078334888
ZMO1_ZMO0018,ZMO1_ZMO0018,CP023715.1,20553.0,21215.0,+,ribulose-phosphate 3-epimerase,Carbohydrate transport and metabolism,[],Q5NRL2,map00030;map00040;map00710;map01100;map01110;map01120;map01130;map01200;map01230,5.1.3.1,-2.30154706628649,-2.61360270843194,SignalP-TM;SignalP-noTM,,,,,0.0,9.355168463604525e-14,0.0,1.5214861682551837e-15,[],1.0,0.469333542495704,0.8876274509661845,0.8672922736016844,1.0,0.7168629495295464,1.3436750014432823,1.4069314485515567
ZMO1_ZMOp36x026,ZMO1_ZMOp36x026,CP023718.1,20590.0,20715.0,-,hypothetical protein,No COG annotation,[],,,,0.0,0.0,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",,,,,,,,
ZMO1_ZMOp32x021,ZMO1_ZMOp32x021,CP023716.1,20620.0,20949.0,+,MazF toxin,Signal transduction mechanisms,[],,,,0.0,0.0,,,,,,,,,,[],1.0,1.1877398245175657,1.0610525778172608,1.4803424495975943,1.0,1.05583123890669,1.1058468909732282,1.571041261191352
ZMO1_ZMOp36x027,ZMO1_ZMOp36x027,CP023718.1,20764.0,21645.0,+,uncharacterized protein,No COG annotation,"['ZMO0940', 'ZMO1412']",,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.6182205753037255,0.6434962451634209,0.6494634984268917,1.0,0.9015935290379928,0.872610774066239,1.037974124753315
ZMO1_ZMO0019,ZMO1_ZMO0019,CP023715.1,21212.0,22978.0,+,heparinase II/III family protein,Function unknown,[],Q5NRL1,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.8923408161077987,0.8875998531744564,1.0361014062388125,1.0,0.9092258833937323,0.9344300361737726,1.0813975998862468
ZMO1_ZMOp32x022,ZMO1_ZMOp32x022,CP023716.1,21448.0,22890.0,+,SIR2-like protein,Transcription,['ZMO1412'],,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,1.5396467038767927,1.5462306979611466,1.851522463628627,1.0,1.622279040597335,1.7265056794596096,1.9844352326640333
ZMO1_ZMOp39x020,ZMO1_ZMOp39x020,CP023719.1,21668.0,21898.0,+,hypothetical protein,No COG annotation,[],,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",1.0,2.5207622801182095,2.493830430180002,2.0235551847680138,1.0,2.007894330650048,2.306697770508036,1.7272020071276541
ZMO1_ZMOp36x028,ZMO1_ZMOp36x028,CP023718.1,21716.0,21970.0,-,uncharacterized protein,No COG annotation,"['ZMO1206', 'ZMO1412']",,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,1.6460475239143333,1.8342729288578452,1.4099379771137994,1.0,1.5541081687643412,1.8722777046868158,1.3933278514198766
ZMO1_ZMOp39x021,ZMO1_ZMOp39x021,CP023719.1,21895.0,22275.0,+,death on curing (Doc) protein,Function unknown,[],,,,0.0,0.0,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",1.0,2.708098598485858,1.5496979921166283,1.689861724978795,1.0,1.7095231347455684,1.3505148940934584,2.1850247102130287
ZMO1_ZMOp36x029,ZMO1_ZMOp36x029,CP023718.1,21976.0,22437.0,-,Lambda repressor-like DNA-binding domain protein,Transcription,['ZMO1697'],,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,1.046278278795218,0.9666832481069909,1.2032582825917455,1.0,1.0120587857412489,1.1224883589360315,1.2802335636756967
ZMO1_ZMOp39x022,ZMO1_ZMOp39x022,CP023719.1,22276.0,22476.0,+,helix-turn-helix DUF1870 domain-containing protein,No COG annotation,"['ZMO0199', 'ZMO1787']",,,,0.0,0.0,,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",,,,,,,,
ZMO1_ZMOp36x030,ZMO1_ZMOp36x030,CP023718.1,22451.0,22786.0,-,toxin HigB-like,Function unknown,"['ZMO1787', 'ZMO1787']",,,,0.0,-1.03130154072932,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,0.646979553876972,0.841491221484233,0.7859507057062654,1.0,1.2934785292847504,1.2618484415178381,1.6370849164435155
ZMO1_ZMOp39x023,ZMO1_ZMOp39x023,CP023719.1,22701.0,23282.0,+,P-loop containing nucleoside triphosphate hydrolase domain protein,Function unknown,[],,,,0.0,0.0,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],,,,,,,,
ZMO1_ZMOp32x023,ZMO1_ZMOp32x023,CP023716.1,22900.0,23340.0,+,MTH538 TIR-like domain,Function unknown,"['ZMO0199', 'ZMO1412']",,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.0996606901844694,1.008999556287448,1.1174224249036413,1.0,1.0261392493680224,1.0406318967855939,1.21629761409686
ZMO1_ZMOp36x031,ZMO1_ZMOp36x031,CP023718.1,23033.0,23503.0,-,helix-turn-helix XRE super family protein,No COG annotation,"['ZMO0199', 'ZMO1787']",,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['RofA_Streptococcus_pyogenes'],1.0,0.7379933244679113,0.3610893861187124,0.2667923606036079,1.0,0.5785427961709312,0.3305337371359759,0.40513924910634896
ZMO1_ZMO0020,ZMO1_ZMO0020,CP023715.1,23204.0,23800.0,-,LUD domain-containing protein,Function unknown,['ZMO1787'],Q5NRL0,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.049843645423889,0.9889003207526353,0.9616798433896996,1.0,1.1389341081593365,1.1230404322191063,1.032983557765655
ZMO1_ZMOp39x024,ZMO1_ZMOp39x024,CP023719.1,23511.0,23765.0,-,hypothetical protein,No COG annotation,['ZMO1126'],,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],,,,,,,,
ZMO1_ZMOp36x032,ZMO1_ZMOp36x032,CP023718.1,23605.0,24075.0,-,uncharacterized protein,No COG annotation,['ZMO1061'],,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['RofA_Streptococcus_pyogenes'],1.0,0.8141263010114846,0.4239992958183559,0.3817114064133553,1.0,0.7763096370587536,0.5806618330199026,0.71524397452907
ZMO1_ZMOp32x032,ZMO1_ZMOp32x032,CP023716.1,23758.0,24027.0,-,hypothetical protein,No COG annotation,[],,,,0.0,0.0,SignalP-TM,,,,,,,,,[],,,,,,,,
ZMO1_ZMOp39x025,ZMO1_ZMOp39x025,CP023719.1,23779.0,23997.0,-,ParG family protein,No COG annotation,['ZMO0199'],,,,0.0,0.0,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.5984281002237206,1.741405224374729,1.0738967399263453,1.0,1.4724498656445852,0.7523940036233417,0.5535818659573288
ZMO1_ZMO0021,ZMO1_ZMO0021,CP023715.1,23797.0,25239.0,-,iron-sulfur cluster-binding protein YkgF,Energy production and conversion,[],Q5NRK9,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'Fur_Klebsiella_pneumoniae', 'NikR_Helicobacter_pylori', 'Zur_Corynebacterium_glutamicum']",1.0,1.2385600749264807,1.2940564791287854,1.1642807404137756,1.0,1.1575254163211504,1.2849617160068747,1.0623153787594122
ZMO1_ZMOp32x024,ZMO1_ZMOp32x024,CP023716.1,24028.0,24453.0,-,phage integrase,"Replication, recombination and repair",[],,,,-1.4882362193521,-1.5104061350094,SignalP-TM;SignalP-noTM,,,,,,,,,[],,,,,,,,
ZMO1_ZMOp36x033,ZMO1_ZMOp36x033,CP023718.1,24268.0,24579.0,+,zinc finger Ogr/Delta-type transcriptional activator,No COG annotation,"['ZMO0373', 'ZMO1121', 'ZMO1206', 'ZMO1336', 'ZMO1412', 'ZMO1697']",,,,-1.19025175208705,-1.11166152513868,SignalP-TM,,,,,,,,,['RofA_Streptococcus_pyogenes'],,,,,,,,
ZMO1_ZMOp33x026,ZMO1_ZMOp33x026,CP023717.1,24344.0,24628.0,-,toxin RelE-like domain protein,"Cell cycle control, cell division, chromosome partitioning",['ZMO0940'],,,,0.0,0.0,SignalP-TM,,,,,,,,,[],,,,,,,,
ZMO1_ZMOp32x033,ZMO1_ZMOp32x033,CP023716.1,24447.0,24740.0,-,hypothetical protein,"Replication, recombination and repair","['ZMO0373', 'ZMO1787']",,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],,,,,,,,
ZMO1_ZMOp36x034,ZMO1_ZMOp36x034,CP023718.1,24572.0,24808.0,+,Azospirillum phage Cd Gp10 family protein,Function unknown,['ZMO1937'],,,,0.0,0.0,SignalP-TM,,,,,,,,,['RofA_Streptococcus_pyogenes'],,,,,,,,
ZMO1_ZMOp33x027,ZMO1_ZMOp33x027,CP023717.1,24612.0,24836.0,-,relaxosome protein TraY,Function unknown,['ZMO1697'],,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.0137825350653058,1.0691060673478783,0.9929650795836307,1.0,1.0321667696375196,0.9473761468170605,0.819249660026619
ZMO1_ZMOp36x035,ZMO1_ZMOp36x035,CP023718.1,24805.0,25050.0,+,Azospirillum phage Cd Gp10 family protein,No COG annotation,['ZMO1336'],,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['RofA_Streptococcus_pyogenes'],,,,,,,,
ZMO1_ZMOp36x036,ZMO1_ZMOp36x036,CP023718.1,25054.0,26784.0,+,winged helix-turn-helix DNA-binding domain protein,Transcription,['ZMO0373'],,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['RofA_Streptococcus_pyogenes'],,,,,,,,
