,gene_name,accession,start,end,strand,gene_product,COG,regulator,uniprot,kegg_maps,EC_number,aerobic_essential,anaerobic_essential,interpro_annotation,anaero_xylose_model_flux,anaero_glucose_model_flux,aero_xylose_model_flux,aero_glucose_model_flux,anaero_xylose_model_growth_perc_change,anaero_glucose_model_growth_perc_change,aero_xylose_model_growth_perc_change,aero_glucose_model_growth_perc_change,FIMO_regulators,LDI_early_glucose_fold_change,LDI_late_glucose_fold_change,LDI_early_xylose_fold_change,LDI_late_xylose_fold_change,no_LDI_early_glucose_fold_change,no_LDI_late_glucose_fold_change,no_LDI_early_xylose_fold_change,no_LDI_late_xylose_fold_change,iMs
ZMO1_ZMO0083,ZMO1_ZMO0083,CP023715.1,72273.0,74603.0,-,CheA signal transduction histidine kinase,Cell motility,,Q5NRE7,map02020;map02030,2.7.13.3,0.0,0.0,Insulin-like growth factor-binding protein (IGFBP) N-terminal domain signature.;SignalP-TM;SignalP-noTM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.463075686,0.326671354,0.340182518,1.0,0.226037577,0.17050203,0.208976082,
ZMO1_ZMO0084,ZMO1_ZMO0084,CP023715.1,74614.0,74883.0,-,chemotaxis protein CheX,Function unknown,,,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,,
ZMO1_ZMO0085,ZMO1_ZMO0085,CP023715.1,75057.0,76370.0,-,methyl-accepting chemotaxis sensory transducer,Cell motility,,Q5NRE5,map02020;map02030,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.579027552,0.534823661,0.58834034,1.0,0.463759353,0.467437361,0.498893484,['oxidation_response']
ZMO1_ZMO0086,ZMO1_ZMO0086,CP023715.1,76803.0,78968.0,-,SpoT/RelA (p)ppGpp synthetase I,Transcription,"ZMO0203,ZMO0940",Q5NRE4,map00230,"2.7.6.5,3.1.7.2",0.0,0.0,SignalP-TM,,,,,1.0,1.0,1.0,1.0,[],1.0,1.111732196,1.144770408,1.347753024,1.0,1.037581301,1.105128446,1.26981172,
ZMO1_ZMO0087,ZMO1_ZMO0087,CP023715.1,79111.0,79593.0,-,uncharacterized protein,No COG annotation,"ZMO0373,ZMO0940,ZMO1121,ZMO1206,ZMO1412,ZMO1787",,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.255943463,1.54377538,1.181110709,1.0,1.29232007,1.533642125,1.48465937,"['membrane_cobalmin', 'noise_5', 'translation_1']"
ZMO1_ZMO0088,ZMO1_ZMO0088,CP023715.1,79719.0,80423.0,-,hypothetical protein,No COG annotation,"ZMO0023,ZMO1206,ZMO1336,ZMO1356,ZMO1412,ZMO1697,ZMO1787",,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],,,,,,,,,
ZMO1_ZMO0089,ZMO1_ZMO0089,CP023715.1,80632.0,81324.0,-,hypothetical protein,No COG annotation,"ZMO1206,ZMO1412",,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],,,,,,,,,
ZMO1_ZMO0090,ZMO1_ZMO0090,CP023715.1,81761.0,82558.0,-,short-chain dehydrogenase/reductase SDR,Lipid transport and metabolism,ZMO1787,Q5NRE0,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.031950444,1.033523419,0.931901203,1.0,0.899520378,0.837998069,0.724890275,['noise_4']
ZMO1_ZMO0091,ZMO1_ZMO0091,CP023715.1,82625.0,82780.0,+,hypothetical protein,No COG annotation,"ZMO0023,ZMO1206",,,,0.0,0.0,,,,,,,,,,[],,,,,,,,,['SG_17']
ZMO1_ZMO0092,ZMO1_ZMO0092,CP023715.1,82881.0,83645.0,+,uncharacterized protein,No COG annotation,ZMO1126,,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,0.874539604,0.823156477,1.045569066,1.0,0.948772664,0.945375116,1.179150669,
ZMO1_ZMO0094,ZMO1_ZMO0094,CP023715.1,83861.0,84868.0,+,biotin synthase,Coenzyme transport and metabolism,,Q5NRD6,map00780;map01100,2.8.1.6,0.0,-1.523165431,SignalP-TM,,,,,1.0,1.0,1.0,1.0,['NikR_Helicobacter_pylori'],1.0,0.803544127,0.738537538,0.954878002,1.0,0.821836256,0.849352224,1.045426525,['noise_5']
ZMO1_ZMO0095,ZMO1_ZMO0095,CP023715.1,84951.0,85172.0,-,hypothetical protein,No COG annotation,"ZMO1206,ZMO1336,ZMO1412,ZMO1412,ZMO1574,ZMO1793,ZMO1857",,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,,"['noise_1', 'noise_4', 'transport_1']"
ZMO1_ZMO0096,ZMO1_ZMO0096,CP023715.1,85618.0,86169.0,-,CDP-diacylglycerol/glycerol-3-phosphate 3-phosphatidyltransferase,Lipid transport and metabolism,,Q5NRD4,map00564;map01100,"2.7.8.41,2.7.8.5",0.0,0.0,SignalP-TM;SignalP-noTM,,,,,0.0,0.0,0.0,0.0,[],,,,,,,,,
ZMO1_ZMO2042,ZMO1_ZMO2042,CP023715.1,86442.0,86648.0,+,hypothetical protein,No COG annotation,"ZMO0373,ZMO0774",,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],,,,,,,,,['SG_2']
ZMO1_ZMO0099,ZMO1_ZMO0099,CP023715.1,86671.0,87939.0,+,major facilitator superfamily transporter,Amino acid transport and metabolism,,Q5NRD1,,,0.0,0.0,SignalP-TM,,,,,,,,,[],,,,,,,,,
ZMO1_ZMO0100,ZMO1_ZMO0100,CP023715.1,88004.0,88384.0,-,HxlR family transcriptional regulator,Transcription,"ZMO0100,ZMO0199,ZMO1857",Q5NRD0,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],,,,,,,,,
ZMO1_ZMO0101,ZMO1_ZMO0101,CP023715.1,88491.0,89555.0,+,NAD-dependent epimerase/dehydratase,Carbohydrate transport and metabolism,"ZMO0373,ZMO0940,ZMO1857",Q5NRC9,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,1.55035202,1.569884896,1.651264073,1.0,1.482777955,1.452142481,1.747354064,['plasmid_unknown_1']
ZMO1_ZMO0102,ZMO1_ZMO0102,CP023715.1,89582.0,89773.0,+,hypothetical protein,No COG annotation,"ZMO0940,ZMO1857",,,,0.0,-1.064162512,SignalP-TM,,,,,,,,,[],,,,,,,,,['plasmid_unknown_1']
ZMO1_ZMO0103,ZMO1_ZMO0103,CP023715.1,89985.0,91547.0,+,beta-lactamase,Defense mechanisms,ZMO1126,Q5NRC7,map01501;map02020,3.5.2.6,-1.712987768,-1.571823791,SignalP-TM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'RofA_Streptococcus_pyogenes']",1.0,0.724793346,0.661283622,0.422951647,1.0,0.753378637,0.649223564,0.514756784,['noise_5']
ZMO1_ZMO0105,ZMO1_ZMO0105,CP023715.1,91652.0,93106.0,+,3-isopropylmalate dehydratase large subunit,Amino acid transport and metabolism,,Q5NRC5,map00290;map00660;map00966;map01100;map01110;map01210;map01230,"4.2.1.33,4.2.1.35",0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,0.0,0.0,0.0,0.0,[],1.0,0.867746798,0.986339608,1.447494761,1.0,0.929336129,1.158431498,1.416726339,['noise_5']
ZMO1_ZMO0106,ZMO1_ZMO0106,CP023715.1,93103.0,93681.0,+,3-isopropylmalate dehydratase small subunit,Amino acid transport and metabolism,,Q5NRC4,map00290;map00660;map01100;map01110;map01210;map01230,"4.2.1.33,4.2.1.35",0.0,0.0,SignalP-TM,,,,,0.0,0.0,0.0,0.0,[],1.0,0.951148826,1.064859754,1.320727148,1.0,0.914715058,1.020722795,1.165505986,['noise_5']
ZMO1_ZMO0107,ZMO1_ZMO0107,CP023715.1,93746.0,94555.0,-,uncharacterized protein,Coenzyme transport and metabolism,ZMO0373,Q5NRC3,,,0.0,-1.251687223,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.882766041,0.906585587,0.906392332,1.0,0.927201419,0.896179253,0.998049815,
ZMO1_ZMO0108,ZMO1_ZMO0108,CP023715.1,94613.0,94939.0,-,small multidrug resistance protein,"Intracellular trafficking, secretion, and vesicular transport",,Q5NRC2,,,0.0,0.0,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,,
ZMO1_ZMO0109,ZMO1_ZMO0109,CP023715.1,95277.0,96716.0,+,hypothetical protein,No COG annotation,"ZMO0023,ZMO0373,ZMO0373,ZMO0781,ZMO0940,ZMO1121,ZMO1206,ZMO1336,ZMO1412,ZMO1697,ZMO1787,ZMO1793",Q5NRC1,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,,
ZMO1_ZMO0110,ZMO1_ZMO0110,CP023715.1,96713.0,97702.0,+,glycosyl transferase family 2,Cell wall/membrane/envelope biogenesis,ZMO0199,Q5NRC0,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.651994619,0.113512391,0.37541215,1.0,0.257294775,0.50489887,0.584535711,
ZMO1_ZMO0111,ZMO1_ZMO0111,CP023715.1,97849.0,99645.0,-,ABC transporter related protein,Function unknown,"ZMO0199,ZMO1412",Q5NRB9,,,0.0,0.0,Integrins beta chain EGF (I-EGF) domain signature.;SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.857013481,0.867824531,0.965248323,1.0,0.899044861,0.942124663,1.096381933,
ZMO1_ZMO0112,ZMO1_ZMO0112,CP023715.1,99841.0,100191.0,+,uncharacterized protein,No COG annotation,"ZMO0373,ZMO0781,ZMO1121",Q5NRB8,,,-1.195858122,-2.093991083,,,,,,,,,,[],1.0,1.083784249,0.619303894,0.153045949,1.0,0.981015117,0.454215889,0.121307983,['cell_cycle']
ZMO1_ZMO0113,ZMO1_ZMO0113,CP023715.1,100924.0,102387.0,+,aminodeoxychorismate synthase component 1 PabB,Amino acid transport and metabolism,,Q5NRB7,map00790,"2.6.1.85,4.1.3.38",0.0,0.0,SignalP-TM;SignalP-noTM,,,,,1.02e-12,9.82e-13,8.61e-27,7.11e-13,"['CosR_Campylobacter_jejuni', 'GltC_Bacillus_subtilis', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.157041898,1.095665856,1.243751763,1.0,1.440636682,1.483545535,1.697930415,
ZMO1_ZMO0114,ZMO1_ZMO0114,CP023715.1,102404.0,103015.0,+,glutamine amidotransferase of anthranilate synthase,Amino acid transport and metabolism,,Q5NRB6,map00400;map00405;map00790;map01100;map01110;map01130;map01230;map02024;map02025,"2.6.1.85,4.1.3.27",0.0,0.0,SignalP-TM,,,,,1.02e-12,9.82e-13,8.61e-27,7.11e-13,[],1.0,1.092639147,1.166716319,1.340825886,1.0,1.460810567,1.745553264,1.988059185,
ZMO1_ZMO0115,ZMO1_ZMO0115,CP023715.1,102981.0,103817.0,+,aminotransferase class IV,Coenzyme transport and metabolism,,Q5NRB5,map00270;map00280;map00290;map00770;map01100;map01110;map01130;map01210;map01230,2.6.1.42,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,1.109513423,1.100184552,1.0030838,1.0,1.215632095,1.18856024,1.130472736,
ZMO1_ZMO0116,ZMO1_ZMO0116,CP023715.1,104017.0,104454.0,+,BadM/Rrf2 family transcriptional regulator,Transcription,"ZMO0023,ZMO0774,ZMO1206,ZMO1412,ZMO1857",Q5NRB4,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.228433251,1.265206666,1.396032062,1.0,1.526036058,1.574404876,2.202327606,['transport_2']
ZMO1_ZMO0117,ZMO1_ZMO0117,CP023715.1,104521.0,106158.0,+,hydroxylamine reductase,Energy production and conversion,,Q5NRB3,map00910,1.7.99.1,0.0,0.0,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.976447076,0.900399499,0.830867304,1.0,0.796770104,0.853717499,0.845563237,['transport_2']
ZMO1_ZMO0119,ZMO1_ZMO0119,CP023715.1,106317.0,107483.0,+,Na+/H+ antiporter NhaA,Inorganic ion transport and metabolism,,Q5NRB1,,,0.0,0.0,SignalP-TM,,,,,1.0,1.0,1.0,1.0,['MogR_Listeria_monocytogenes'],,,,,,,,,
ZMO1_ZMO0120,ZMO1_ZMO0120,CP023715.1,107644.0,108711.0,+,dihydroorotate dehydrogenase/oxidase,Nucleotide transport and metabolism,ZMO1206,Q5NRB0,map00240;map01100,1.3.1.14,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,1.92e-16,6.74e-15,0.994315255,0.994442516,[],1.0,1.070826237,1.02271766,0.910878007,1.0,0.864771536,0.722907405,0.742322597,
ZMO1_ZMO0121,ZMO1_ZMO0121,CP023715.1,108979.0,110328.0,+,RarA recombination factor-like protein,"Replication, recombination and repair","ZMO1336,ZMO1857",Q5NRA9,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.954978581,0.96429762,1.109427041,1.0,1.016374716,1.090082621,1.336300684,
ZMO1_ZMO0122,ZMO1_ZMO0122,CP023715.1,110563.0,110850.0,+,uncharacterized protein,No COG annotation,"ZMO0199,ZMO0940,ZMO1697",,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,1.177911285,1.509002512,1.354382034,1.0,1.265090582,1.39065214,1.244883818,"['ethanol_fermentation', 'plasmid_unknown_1']"
ZMO1_ZMO0124,ZMO1_ZMO0124,CP023715.1,111117.0,112700.0,-,ATPase-like protein,Function unknown,"ZMO0940,ZMO1787,ZMO1857",,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,0.680579861,0.695889244,0.848635039,1.0,0.728407072,0.733714739,0.859082613,
ZMO1_ZMO0125,ZMO1_ZMO0125,CP023715.1,112713.0,113186.0,-,YbaK/EbsC-like prolyl-tRNA editing protein,"Translation, ribosomal structure and biogenesis",ZMO0199,Q5NRA5,,,-1.10128346,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.166191453,1.066449278,0.882053551,1.0,1.191895552,1.078181848,0.949015201,
ZMO1_ZMO0127,ZMO1_ZMO0127,CP023715.1,114593.0,115552.0,-,S1/P1 nuclease,Function unknown,"ZMO0199,ZMO1787,ZMO1857",Q5NRA3,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.852926511,0.850279149,0.769722187,1.0,0.916943821,0.996943556,1.112760569,['membrane_cobalmin']
ZMO1_ZMO0128,ZMO1_ZMO0128,CP023715.1,115570.0,118062.0,-,TonB-dependent receptor,Inorganic ion transport and metabolism,"ZMO1206,ZMO1336,ZMO1857",Q5NRA2,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.555014058,0.553509371,0.602753319,1.0,0.971440018,0.667475118,1.014711376,['membrane_cobalmin']
ZMO1_ZMO0130,ZMO1_ZMO0130,CP023715.1,118385.0,119179.0,-,acid phosphatase,Lipid transport and metabolism,,P14924,map00740;map01100;map02020,3.1.3.2,0.0,0.0,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.121963386,0.956224074,0.49406199,1.0,0.905173682,0.649804217,0.446870054,"['membrane_cobalmin', 'translation_1']"
ZMO1_ZMO0131,ZMO1_ZMO0131,CP023715.1,119337.0,120281.0,-,metallophosphoesterase,Function unknown,"ZMO0100,ZMO1697",Q5NR99,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.656915042,0.597648616,0.404881784,1.0,0.777863776,0.679641995,1.469785033,['membrane_cobalmin']
ZMO1_ZMO0132,ZMO1_ZMO0132,CP023715.1,120789.0,121607.0,+,Sel1 domain protein repeat-containing protein,Function unknown,"ZMO1336,ZMO1857",,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.378394623,2.011922373,1.069413234,1.0,1.035284543,1.353035511,1.00047169,
ZMO1_ZMO0133,ZMO1_ZMO0133,CP023715.1,121838.0,122560.0,+,Sel1 domain protein repeat-containing protein,Energy production and conversion,"ZMO0774,ZMO0781,ZMO1412,ZMO1787,ZMO1857",Q5NR97,,,0.0,0.0,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.497989562,0.423492268,0.167454662,1.0,0.447932998,0.316288277,0.54370155,['membrane_cobalmin']
ZMO1_ZMO2040,ZMO1_ZMO2040,CP023715.1,122793.0,124106.0,+,Sel1 domain protein repeat-containing protein,Function unknown,,,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'RofA_Streptococcus_pyogenes']",,,,,,,,,
ZMO1_ZMO2041,ZMO1_ZMO2041,CP023715.1,124244.0,125068.0,+,Sel1 domain protein repeat-containing protein,Energy production and conversion,ZMO0940,,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,1.236450605,1.929938929,1.813360335,1.0,1.357972666,2.122770665,1.402672309,['heat_response']
ZMO1_ZMO0134,ZMO1_ZMO0134,CP023715.1,125251.0,125751.0,+,Sel1 domain protein repeat-containing protein,Energy production and conversion,"ZMO0373,ZMO0781,ZMO1206,ZMO1336,ZMO1356,ZMO1412,ZMO1787",Q5NR96,,,0.0,0.0,,,,,,,,,,['NikR_Helicobacter_pylori'],,,,,,,,,"['heat_response', 'unknown_3', 'unknown_7']"
ZMO1_ZMO0135,ZMO1_ZMO0135,CP023715.1,125859.0,126560.0,+,Sel1 domain protein repeat-containing protein,Function unknown,"ZMO0100,ZMO0199,ZMO0373",Q5NR95,,,0.0,0.0,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],,,,,,,,,
ZMO1_ZMO0136,ZMO1_ZMO0136,CP023715.1,126654.0,127370.0,+,Sel1 domain protein repeat-containing protein,Energy production and conversion,ZMO0199,Q5NR94,,,0.0,0.0,SignalP-TM,,,,,,,,,['MogR_Listeria_monocytogenes'],,,,,,,,,
ZMO1_ZMO0137,ZMO1_ZMO0137,CP023715.1,127570.0,128826.0,+,Sel1 domain protein repeat-containing protein,No COG annotation,"ZMO0199,ZMO0774,ZMO0781,ZMO0940,ZMO1121,ZMO1206,ZMO1336,ZMO1412,ZMO1574,ZMO1697,ZMO1793",,,,0.0,0.0,SignalP-TM,,,,,,,,,"['Cap37_Clostridium_acetobutylicum', 'CosR_Campylobacter_jejuni', 'Fur_Helicobacter_pylori', 'NikR_Helicobacter_pylori']",1.0,1.032269859,0.756977111,0.207474874,1.0,0.89323143,0.588447387,0.212270624,['unknown_8']
ZMO1_ZMO0139,ZMO1_ZMO0139,CP023715.1,128986.0,129816.0,-,aminoglycoside phosphotransferase,Carbohydrate transport and metabolism,"ZMO0373,ZMO1126",Q5NR91,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.032181735,1.026254938,1.208573799,1.0,1.044686936,1.17957221,1.509394441,
ZMO1_ZMO0140,ZMO1_ZMO0140,CP023715.1,129882.0,130361.0,-,protein tyrosine phosphatase,Signal transduction mechanisms,,Q5NR90,,3.1.3.48,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.912300338,0.883458235,0.855289546,1.0,1.096195737,1.048882881,1.14627582,
ZMO1_ZMO0142,ZMO1_ZMO0142,CP023715.1,130700.0,131398.0,+,YggS family pyridoxal phosphate enzyme,Function unknown,"ZMO0199,ZMO0203,ZMO0774,ZMO1061,ZMO1787,ZMO1787,ZMO1857",Q5NR88,,,0.0,-2.323906784,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.243727207,1.13356938,1.00885571,1.0,1.211900166,1.086723946,0.945237387,['noise_4']
ZMO1_ZMO0143,ZMO1_ZMO0143,CP023715.1,131416.0,132375.0,+,ABC transporter related protein,Defense mechanisms,,Q5NR87,,,0.0,0.0,,,,,,,,,,[],1.0,0.875961526,0.904702559,1.057090597,1.0,0.918966411,0.968640133,1.11192982,
ZMO1_ZMO0144,ZMO1_ZMO0144,CP023715.1,132440.0,134032.0,+,L-aspartate oxidase,Coenzyme transport and metabolism,,Q5NR86,map00250;map00760;map01100,1.4.3.16,-1.010277247,-1.819042649,"Expansin, family-45 endoglucanase-like domain profile.;SignalP-TM",,,,,2.4e-14,1.38e-11,0.999937463,0.999938871,[],1.0,1.183997891,1.184755712,1.343520252,1.0,1.190676557,1.286611261,1.475408329,
ZMO1_ZMO0145,ZMO1_ZMO0145,CP023715.1,134055.0,135728.0,+,peptidase M28,Function unknown,"ZMO0203,ZMO1787",,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.553156528,0.429111318,0.11020599,1.0,0.587194102,0.356430726,0.093659225,['membrane_cobalmin']
ZMO1_ZMO0148,ZMO1_ZMO0148,CP023715.1,136393.0,137199.0,-,uncharacterized protein,Function unknown,"ZMO1412,ZMO1697,ZMO1787",Q5NR82,,,0.0,0.0,,,,,,,,,,['CosR_Campylobacter_jejuni'],1.0,0.936939971,0.77959751,0.30491748,1.0,0.931552836,0.783594588,0.31655301,
ZMO1_ZMO0149,ZMO1_ZMO0149,CP023715.1,137384.0,138079.0,-,tRNA (guanine-N(7)-)-methyltransferase,"Translation, ribosomal structure and biogenesis",,Q5NR81,,2.1.1.33,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.959204543,1.018458177,1.341723831,1.0,1.070475829,1.025300712,1.353468958,['noise_5']
ZMO1_ZMO0150,ZMO1_ZMO0150,CP023715.1,138159.0,138785.0,-,GCN5-related N-acetyltransferase,Transcription,ZMO1356,Q5NR80,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.236109666,1.722864289,2.008392338,1.0,1.439217949,2.032431718,2.303533137,['noise_4']
ZMO1_ZMO0152,ZMO1_ZMO0152,CP023715.1,139052.0,140479.0,-,pyruvate kinase,Carbohydrate transport and metabolism,,Q5NR78,map00010;map00230;map00620;map01100;map01110;map01120;map01130;map01200;map01230;map04922;map04930;map05165;map05203;map05230,2.7.1.40,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,0.0,0.0,0.807912297,0.886195199,[],1.0,1.102772289,1.112937107,1.093256682,1.0,1.126943967,1.123197026,1.051266746,['glycolysis_and_ATP_synthase']
ZMO1_ZMO2043,ZMO1_ZMO2043,CP023715.1,140799.0,141038.0,+,DUF2312 domain-containing protein,Function unknown,"ZMO0023,ZMO1336,ZMO1412",,,,0.0,0.0,SignalP-TM,,,,,,,,,[],,,,,,,,,
ZMO1_ZMO0153,ZMO1_ZMO0153,CP023715.1,141493.0,142242.0,+,YebC/PmpR family DNA-binding regulatory protein,Transcription,,Q5NR77,,,-1.65435372,-1.269288199,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.815900201,0.721482229,0.742164724,1.0,0.77883528,0.715857937,0.770370107,['noise_5']
ZMO1_ZMO0154,ZMO1_ZMO0154,CP023715.1,142277.0,142780.0,+,crossover junction endodeoxyribonuclease RuvC,"Replication, recombination and repair",,Q5NR76,map03440,3.1.22.4,-1.194679299,0.0,SignalP-TM,,,,,,,,,[],1.0,0.713676289,0.531983397,0.744742398,1.0,0.534945711,0.464191578,0.565912676,['noise_5']
ZMO1_ZMO0155,ZMO1_ZMO0155,CP023715.1,142822.0,143463.0,+,Holliday junction DNA helicase RuvA,"Replication, recombination and repair",,Q5NR75,map03440,3.6.4.12,0.0,0.0,,,,,,,,,,[],1.0,0.562912433,0.501159317,0.555012426,1.0,0.562750264,0.522187097,0.563803461,
ZMO1_ZMO0156,ZMO1_ZMO0156,CP023715.1,143523.0,143885.0,-,uncharacterized protein,No COG annotation,"ZMO1412,ZMO1697",Q5NR74,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.617661684,0.667559647,0.547843874,1.0,0.563315998,0.551159472,0.448458976,['noise_5']
ZMO1_ZMO0157,ZMO1_ZMO0157,CP023715.1,144094.0,145023.0,-,lactate dehydrogenase LdhA,Energy production and conversion,,Q5NR73,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.26210446,1.262446945,1.198738828,1.0,1.379737043,1.431277288,1.280734651,
ZMO1_ZMO0158,ZMO1_ZMO0158,CP023715.1,145169.0,146212.0,+,Holliday junction DNA helicase RuvB,"Replication, recombination and repair",,Q5NR72,map03440,3.6.4.12,-1.482347891,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.08268356,1.127001714,1.328843232,1.0,1.084422622,1.180172666,1.383658251,
ZMO1_ZMO0160,ZMO1_ZMO0160,CP023715.1,146392.0,146892.0,+,thioesterase superfamily protein,Function unknown,ZMO1412,Q5NR70,,,0.0,0.0,SignalP-TM,,,,,1.0,1.0,1.0,1.0,['NikR_Helicobacter_pylori'],1.0,1.270735016,1.267452311,1.342415404,1.0,1.39890777,1.320430336,1.761775518,
ZMO1_ZMO0161,ZMO1_ZMO0161,CP023715.1,146900.0,147610.0,+,MotA/TolQ/ExbB proton channel,"Intracellular trafficking, secretion, and vesicular transport",,Q5NR69,map01120,,0.0,0.0,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.718776238,0.788160679,1.003350635,1.0,0.797801407,0.831472826,1.079631686,
ZMO1_ZMO0162,ZMO1_ZMO0162,CP023715.1,147610.0,148137.0,+,Tol-Pal cell envelope complex membrane spanning protein TolR,"Intracellular trafficking, secretion, and vesicular transport",,Q5NR68,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,1.072919926,1.246387002,1.36675493,1.0,1.016392903,1.144917495,1.25175075,
