From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Annotation
zmo:ZMO0165	Q5NR65	reviewed	TOLB_ZYMMO	Tol-Pal system protein TolB	tolB ZMO0165	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	458	2.0
zmo:ZMO0166	Q5NR64	unreviewed	Q5NR64_ZYMMO	Peptidoglycan-associated lipoprotein (PAL)	pal ZMO0166	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	176	2.0
zmo:ZMO0169	Q5NR61	unreviewed	Q5NR61_ZYMMO	Short-chain dehydrogenase/reductase SDR	ZMO0169	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	247	1.0
zmo:ZMO0172	Q5NR58	reviewed	THIC_ZYMMO	Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	thiC ZMO0172	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	604	3.0
zmo:ZMO0173	Q5NR57	unreviewed	Q5NR57_ZYMMO	Cell division protein ZapA	ZMO0173	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	133	1.0
zmo:ZMO0174	Q5NR56	unreviewed	Q5NR56_ZYMMO	SnoaL	ZMO0174	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	130	1.0
zmo:ZMO0176	Q5NR54	unreviewed	Q5NR54_ZYMMO	Transketolase (EC 2.2.1.1)	ZMO0176	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	663	2.0
zmo:ZMO0177	P09316	reviewed	G3P_ZYMMO	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase)	gap ZMO0177	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	337	3.0
zmo:ZMO0178	P09404	reviewed	PGK_ZYMMO	Phosphoglycerate kinase (EC 2.7.2.3)	pgk ZMO0178	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	397	3.0
zmo:ZMO0179	Q5NR51	unreviewed	Q5NR51_ZYMMO	fructose-bisphosphate aldolase (EC 4.1.2.13)	ZMO0179	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	304	1.0
zmo:ZMO0180	Q5NR50	reviewed	ISPG_ZYMMO	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	ispG ZMO0180	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	377	3.0
zmo:ZMO0182	Q5NR48	reviewed	SAHH_ZYMMO	Adenosylhomocysteinase (EC 3.13.2.1) (S-adenosyl-L-homocysteine hydrolase) (AdoHcyase)	ahcY ZMO0182	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	464	3.0
zmo:ZMO0183	Q5NR47	unreviewed	Q5NR47_ZYMMO	Energy-dependent translational throttle protein EttA (EC 3.6.1.-) (Translational regulatory factor EttA)	ettA ZMO0183	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	560	3.0
zmo:ZMO0186	Q5NR44	reviewed	SYC_ZYMMO	Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	cysS ZMO0186	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	516	2.0
zmo:ZMO0187	Q5NR43	unreviewed	Q5NR43_ZYMMO	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	ZMO0187	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	442	2.0
zmo:ZMO0188	Q5NR42	unreviewed	Q5NR42_ZYMMO	TonB-dependent siderophore receptor	ZMO0188	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	788	1.0
zmo:ZMO0189	Q5NR41	unreviewed	Q5NR41_ZYMMO	L-serine dehydratase (EC 4.3.1.17)	ZMO0189	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	453	2.0
zmo:ZMO0190	Q5NR40	unreviewed	Q5NR40_ZYMMO	Transcriptional regulator, RpiR family	ZMO0190	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	305	1.0
zmo:ZMO0191	Q5NR39	unreviewed	Q5NR39_ZYMMO	DSBA oxidoreductase	ZMO0191	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	259	1.0
zmo:ZMO0192	Q5NR38	unreviewed	Q5NR38_ZYMMO	Peptidase M48 Ste24p	ZMO0192	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	452	1.0
zmo:ZMO0193	Q5NR37	unreviewed	Q5NR37_ZYMMO	Ribonuclease E (RNase E) (EC 3.1.26.12)	rne ZMO0193	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	912	4.0
zmo:ZMO0195	Q5NR35	unreviewed	Q5NR35_ZYMMO	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	ZMO0195	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	339	1.0
zmo:ZMO0197	Q5NR33	unreviewed	Q5NR33_ZYMMO	Penicillin-binding protein 1A (EC 2.4.99.28) (EC 3.4.16.4)	ZMO0197	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	859	3.0
zmo:ZMO0198	Q5NR32	unreviewed	Q5NR32_ZYMMO	Peptide chain release factor 2 (RF-2)	prfB ZMO0198	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	375	2.0
zmo:ZMO0199	Q5NR31	reviewed	LEXA_ZYMMO	LexA repressor (EC 3.4.21.88)	lexA ZMO0199	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	217	3.0
zmo:ZMO0200	Q5NR30	unreviewed	Q5NR30_ZYMMO	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD ZMO0200	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	341	3.0
zmo:ZMO0201	Q5NR29	unreviewed	Q5NR29_ZYMMO	Glutamine amidotransferase of anthranilate synthase	ZMO0201	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	209	1.0
zmo:ZMO0202	Q5NR28	unreviewed	Q5NR28_ZYMMO	Methyl-accepting chemotaxis sensory transducer	ZMO0202	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	630	2.0
zmo:ZMO0203	Q5NR27	unreviewed	Q5NR27_ZYMMO	Transcriptional regulator, MerR family	ZMO0203	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	149	1.0
zmo:ZMO0204	Q5NR26	unreviewed	Q5NR26_ZYMMO	Cation efflux protein	ZMO0204	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	210	1.0
zmo:ZMO0205	Q5NR25	unreviewed	Q5NR25_ZYMMO	NAD-dependent epimerase/dehydratase	ZMO0205	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	307	1.0
zmo:ZMO0206	Q5NR24	reviewed	PROB_ZYMMO	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB ZMO0206	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	397	3.0
zmo:ZMO0207	Q5NR23	reviewed	OBG_ZYMMO	GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg)	obg ZMO0207	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	347	3.0
zmo:ZMO0208	Q5NR22	unreviewed	Q5NR22_ZYMMO	GCN5-related N-acetyltransferase	ZMO0208	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	202	1.0
zmo:ZMO0209	Q5NR21	reviewed	RL27_ZYMMO	Large ribosomal subunit protein bL27 (50S ribosomal protein L27)	rpmA ZMO0209	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	89	2.0
zmo:ZMO0211	Q5NR19	reviewed	RL21_ZYMMO	Large ribosomal subunit protein bL21 (50S ribosomal protein L21)	rplU ZMO0211	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	102	2.0
zmo:ZMO0213	Q5NR17	unreviewed	Q5NR17_ZYMMO	Outer membrane autotransporter barrel domain protein	ZMO0213	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	1126	1.0
zmo:ZMO0214	Q5NR16	unreviewed	Q5NR16_ZYMMO	MATE efflux family protein	ZMO0214	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	484	1.0
zmo:ZMO0215	Q5NR15	unreviewed	Q5NR15_ZYMMO	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	ZMO0215	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	216	2.0
zmo:ZMO0216	Q5NR14	unreviewed	Q5NR14_ZYMMO	Peptidase M23	ZMO0216	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	523	1.0
zmo:ZMO0219	Q5NR11	unreviewed	Q5NR11_ZYMMO	Helicase domain protein	ZMO0219	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	943	1.0
zmo:ZMO0220	Q5NR10	unreviewed	Q5NR10_ZYMMO	Ferredoxin	ZMO0220	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	112	1.0
zmo:ZMO0221	Q5NR09	unreviewed	Q5NR09_ZYMMO	Transcriptional regulator, CarD family	ZMO0221	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	184	1.0
zmo:ZMO0222	Q5NR08	unreviewed	Q5NR08_ZYMMO	DUF1330 domain-containing protein	ZMO0222	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	99	1.0
zmo:ZMO0223	Q5NR07	unreviewed	Q5NR07_ZYMMO	Putative auto-transporter adhesin head GIN domain-containing protein	ZMO0223	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	253	1.0
zmo:ZMO0224	Q5NR06	unreviewed	Q5NR06_ZYMMO	Methionine biosynthesis protein MetW	ZMO0224	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	215	1.0
zmo:ZMO0225	Q5NR05	reviewed	METXA_ZYMMO	Homoserine O-acetyltransferase (HAT) (EC 2.3.1.31) (Homoserine transacetylase) (HTA)	metXA ZMO0225	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	373	3.0
zmo:ZMO0226	Q5NR04	unreviewed	Q5NR04_ZYMMO	Short-chain dehydrogenase/reductase SDR	ZMO0226	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	249	1.0
zmo:ZMO0227	Q5NR03	unreviewed	Q5NR03_ZYMMO	DNA polymerase I (EC 2.7.7.7)	polA ZMO0227	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	921	2.0
zmo:ZMO0228	Q5NR02	unreviewed	Q5NR02_ZYMMO	Polysaccharide biosynthesis protein	ZMO0228	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	515	1.0
zmo:ZMO0229	Q5NR01	unreviewed	Q5NR01_ZYMMO	Transport system permease protein	ZMO0229	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	341	1.0
zmo:ZMO0230	Q5NR00	unreviewed	Q5NR00_ZYMMO	ABC transporter related protein	ZMO0230	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	261	1.0
zmo:ZMO0231	Q5NQZ9	unreviewed	Q5NQZ9_ZYMMO	ER-bound oxygenase mpaB/mpaB'/Rubber oxygenase catalytic domain-containing protein	ZMO0231	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	182	1.0
zmo:ZMO0232	Q5NQZ8	unreviewed	Q5NQZ8_ZYMMO	RNA methyltransferase, TrmH family, group 3	ZMO0232	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	249	1.0
zmo:ZMO0233	Q5NQZ7	unreviewed	Q5NQZ7_ZYMMO	SnoaL-like domain-containing protein	ZMO0233	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	128	1.0
zmo:ZMO0234	Q5NQZ6	unreviewed	Q5NQZ6_ZYMMO	Probable periplasmic serine endoprotease DegP-like (EC 3.4.21.107) (Protease Do)	ZMO0234	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	524	2.0
zmo:ZMO0236	Q5NQZ4	unreviewed	Q5NQZ4_ZYMMO	Iron-sulfur cluster carrier protein	ZMO0236	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	342	2.0
zmo:ZMO0238	Q5NQZ2	reviewed	ATPD_ZYMMO	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)	atpH ZMO0238	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	184	2.0
zmo:ZMO0239	Q5NQZ1	reviewed	ATPA_ZYMMO	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA ZMO0239	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	509	3.0
zmo:ZMO0240	Q5NQZ0	reviewed	ATPG_ZYMMO	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	atpG ZMO0240	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	298	2.0
zmo:ZMO0241	Q5NQY9	reviewed	ATPB_ZYMMO	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD ZMO0241	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	484	3.0
zmo:ZMO0242	Q5NQY8	unreviewed	Q5NQY8_ZYMMO	H+transporting two-sector ATPase delta/epsilon subunit	ZMO0242	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	88	1.0
zmo:ZMO0243	Q5NQY7	unreviewed	Q5NQY7_ZYMMO	Uncharacterized protein	ZMO0243	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	278	1.0
zmo:ZMO0244	Q5NQY6	unreviewed	Q5NQY6_ZYMMO	Histone family protein DNA-binding protein	ZMO0244	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	91	1.0
zmo:ZMO0246	Q5NQY4	reviewed	HSLV_ZYMMO	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV ZMO0246	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	184	3.0
zmo:ZMO0247	Q5NQY3	unreviewed	Q5NQY3_ZYMMO	Heat shock protein HslVU, ATPase subunit HslU	ZMO0247	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	430	1.0
zmo:ZMO0249	Q5NQY1	reviewed	RL33_ZYMMO	Large ribosomal subunit protein bL33 (50S ribosomal protein L33)	rpmG ZMO0249	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	55	2.0
zmo:ZMO0250	Q5NQY0	unreviewed	Q5NQY0_ZYMMO	Response regulator receiver protein	ZMO0250	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	120	1.0
zmo:ZMO0251	Q5NQX9	unreviewed	Q5NQX9_ZYMMO	Endoribonuclease L-PSP	ZMO0251	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	152	1.0
zmo:ZMO0252	Q5NQX8	unreviewed	Q5NQX8_ZYMMO	Major intrinsic protein	ZMO0252	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	2984	1.0
zmo:ZMO0253	Q5NQX7	unreviewed	Q5NQX7_ZYMMO	Type I secretion outer membrane protein, TolC family	ZMO0253	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	491	1.0
zmo:ZMO0254	Q5NQX6	unreviewed	Q5NQX6_ZYMMO	Type I secretion system ATPase	ZMO0254	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	715	1.0
zmo:ZMO0255	Q5NQX5	unreviewed	Q5NQX5_ZYMMO	Type I secretion membrane fusion protein, HlyD family	ZMO0255	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	393	1.0
zmo:ZMO0256	Q5NQX4	unreviewed	Q5NQX4_ZYMMO	Quinone-dependent D-lactate dehydrogenase (EC 1.1.5.12) (D-lactate dehydrogenase) (D-LDH)	dld ZMO0256	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	574	3.0
zmo:ZMO0257	Q5NQX3	unreviewed	Q5NQX3_ZYMMO	Two component transcriptional regulator, winged helix family	ZMO0257	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	225	1.0
zmo:ZMO0258	Q5NQX2	unreviewed	Q5NQX2_ZYMMO	histidine kinase (EC 2.7.13.3)	ZMO0258	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	485	2.0
zmo:ZMO0260	Q5NQX0	reviewed	CCMA_ZYMMO	Cytochrome c biogenesis ATP-binding export protein CcmA (EC 7.6.2.5) (Heme exporter protein A)	ccmA cycV ZMO0260	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	221	3.0
zmo:ZMO0262	Q5NQW8	unreviewed	Q5NQW8_ZYMMO	Heme exporter protein B	ZMO0262	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	201	2.0
zmo:ZMO0263	Q5NQW7	unreviewed	Q5NQW7_ZYMMO	Aspartyl protease	ZMO0263	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	467	1.0
zmo:ZMO0264	Q5NQW6	unreviewed	Q5NQW6_ZYMMO	Aspartyl protease	ZMO0264	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	477	1.0
zmo:ZMO0265	Q5NQW5	unreviewed	Q5NQW5_ZYMMO	Uncharacterized protein	ZMO0265	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	476	1.0
zmo:ZMO0266	Q5NQW4	unreviewed	Q5NQW4_ZYMMO	Uncharacterized protein	ZMO0266	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	475	1.0
zmo:ZMO0267	Q5NQW3	unreviewed	Q5NQW3_ZYMMO	Aspartyl protease	ZMO0267	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	475	1.0
zmo:ZMO0268	Q5NQW2	unreviewed	Q5NQW2_ZYMMO	Glycosyl hydrolase family 98 putative carbohydrate-binding module domain-containing protein	ZMO0268	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	474	1.0
zmo:ZMO0269	Q5NQW1	unreviewed	Q5NQW1_ZYMMO	Uncharacterized protein	ZMO0269	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	473	1.0
zmo:ZMO0270	Q5NQW0	unreviewed	Q5NQW0_ZYMMO	Uncharacterized protein	ZMO0270	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	493	1.0
zmo:ZMO0271	Q5NQV9	unreviewed	Q5NQV9_ZYMMO	Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.269)	lnt ZMO0271	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	583	2.0
zmo:ZMO0273	Q5NQV7	reviewed	METK_ZYMMO	S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)	metK ZMO0273	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	391	3.0
zmo:ZMO0274	Q5NQV6	unreviewed	Q5NQV6_ZYMMO	RNA polymerase sigma-54 factor	ZMO0274	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	499	2.0
zmo:ZMO0275	Q5NQV5	unreviewed	Q5NQV5_ZYMMO	ABC transporter related protein	ZMO0275	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	260	1.0
zmo:ZMO0276	Q5NQV4	unreviewed	Q5NQV4_ZYMMO	OstA family protein	ZMO0276	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	198	1.0
zmo:ZMO0277	Q5NQV3	unreviewed	Q5NQV3_ZYMMO	Lipopolysaccharide export system protein LptC	ZMO0277	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	212	1.0
zmo:ZMO0278	Q5NQV2	unreviewed	Q5NQV2_ZYMMO	3'-5' exonuclease	ZMO0278	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	209	1.0
zmo:ZMO0279	Q5NQV1	unreviewed	Q5NQV1_ZYMMO	Cold-shock DNA-binding domain protein	ZMO0279	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	258	1.0
zmo:ZMO0281	Q5NQU9	unreviewed	Q5NQU9_ZYMMO	Transcriptional regulator, TetR family	ZMO0281	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	215	1.0
zmo:ZMO0282	Q5NQU8	unreviewed	Q5NQU8_ZYMMO	Efflux transporter, RND family, MFP subunit	ZMO0282	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	389	2.0
zmo:ZMO0283	Q5NQU7	unreviewed	Q5NQU7_ZYMMO	Efflux pump membrane transporter	ZMO0283	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	1047	1.0
zmo:ZMO0285	Q5NQU5	unreviewed	Q5NQU5_ZYMMO	RND efflux system, outer membrane lipoprotein, NodT family	ZMO0285	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	512	1.0
zmo:ZMO0286	Q5NQU4	unreviewed	Q5NQU4_ZYMMO	26 kDa periplasmic immunogenic protein	ZMO0286	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	257	1.0
zmo:ZMO0287	Q5NQU3	unreviewed	Q5NQU3_ZYMMO	Efflux transporter, RND family, MFP subunit	ZMO0287	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	382	1.0
zmo:ZMO0290	Q5NQU0	unreviewed	Q5NQU0_ZYMMO	DUF445 domain-containing protein	ZMO0290	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	418	1.0
zmo:ZMO0291	Q9FDM1	reviewed	LGT_ZYMMO	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145)	lgt ZMO0291	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	285	3.0
zmo:ZMO0293	Q5NQT7	unreviewed	Q5NQT7_ZYMMO	Sugar transporter (EC 1.3.1.74)	ZMO0293	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	480	1.0
zmo:ZMO0294	Q9FDL9	reviewed	RL28_ZYMMO	Large ribosomal subunit protein bL28 (50S ribosomal protein L28)	rpmB ZMO0294	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	95	2.0
zmo:ZMO0296	H2VFS7	unreviewed	H2VFS7_ZYMMO	tRNA-specific adenosine deaminase (EC 3.5.4.33)	tadA ZMO0296	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	160	2.0
zmo:ZMO0297	Q5NQT3	unreviewed	Q5NQT3_ZYMMO	CNNM transmembrane domain-containing protein	ZMO0297	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	441	1.0
zmo:ZMO0298	H2VFR3	unreviewed	H2VFR3_ZYMMO	Flap endonuclease-1-like 5' DNA nuclease	ZMO0298	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	232	1.0
zmo:ZMO0300	Q9FDL4	reviewed	EX7L_ZYMMO	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	xseA ZMO0300	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	544	2.0
zmo:ZMO0301	Q5NQS9	unreviewed	Q5NQS9_ZYMMO	PepSY-associated TM helix domain protein	ZMO0301	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	250	1.0
zmo:ZMO0302	Q5NQS8	unreviewed	Q5NQS8_ZYMMO	Uncharacterized arylsulfate sulfotransferase-like protein involved in siderophore biosynthesis	ZMO0302	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	98	1.0
zmo:ZMO0303	P57779	reviewed	HEMH_ZYMMO	Ferrochelatase (EC 4.98.1.1) (Heme synthase) (Protoheme ferro-lyase)	hemH ZMO0303	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	334	3.0
zmo:ZMO0305	H2VFL6	unreviewed	H2VFL6_ZYMMO	Stress responsive alpha-beta barrel domain protein	ZMO0305	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	157	1.0
zmo:ZMO0306	Q5NQS4	unreviewed	Q5NQS4_ZYMMO	Glycosyl transferase group 1	ZMO0306	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	422	1.0
zmo:ZMO0307	Q5NQS3	unreviewed	Q5NQS3_ZYMMO	Capsule polysaccharide biosynthesis protein	ZMO0307	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	577	1.0
zmo:ZMO0309	Q5NQS1	unreviewed	Q5NQS1_ZYMMO	Short-chain dehydrogenase/reductase SDR	ZMO0309	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	338	1.0
zmo:ZMO0311	Q5NQR9	unreviewed	Q5NQR9_ZYMMO	Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2) (PCA reductase)	proC ZMO0311	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	271	2.0
zmo:ZMO0312	H2VFP4	unreviewed	H2VFP4_ZYMMO	Amidohydrolase (EC 3.5.1.32)	ZMO0312	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	380	1.0
