## Wed Apr 30 18:06:06 2025
## emapper-2.1.12
## /emapper_web_jobs/home/emapper/miniforge3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_2bykpeye --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_2bykpeye --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_2bykpeye/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
ZMO1_ZMO0081	264203.ZMO0081	9.26e-248	681.0	COG2201@1|root,COG2201@2|Bacteria,1MWCN@1224|Proteobacteria,2TSGV@28211|Alphaproteobacteria,2K085@204457|Sphingomonadales	204457|Sphingomonadales	NT	catalyzes the demethylation of specific methylglutamate residues introduced into the chemoreceptors (methyl-accepting chemotaxis proteins) by CheR	cheB	-	3.1.1.61,3.5.1.44	ko:K03412	ko02020,ko02030,map02020,map02030	M00506	-	-	ko00000,ko00001,ko00002,ko01000,ko02022,ko02035	-	-	-	CheB_methylest,Response_reg
ZMO1_ZMO0082	264203.ZMO0082	9.99e-214	589.0	COG1352@1|root,COG1352@2|Bacteria,1MU6W@1224|Proteobacteria,2TRQ3@28211|Alphaproteobacteria,2K0HS@204457|Sphingomonadales	204457|Sphingomonadales	NT	Methylation of the membrane-bound methyl-accepting chemotaxis proteins (MCP) to form gamma-glutamyl methyl ester residues in MCP	-	-	2.1.1.80	ko:K00575	ko02020,ko02030,map02020,map02030	-	-	-	ko00000,ko00001,ko01000,ko02035	-	-	-	CheR,CheR_N
ZMO1_ZMO0083	264203.ZMO0083	0.0	1427.0	COG0643@1|root,COG2198@1|root,COG0643@2|Bacteria,COG2198@2|Bacteria,1MUAG@1224|Proteobacteria,2TSN2@28211|Alphaproteobacteria,2K08K@204457|Sphingomonadales	204457|Sphingomonadales	NT	CheA signal transduction histidine kinase	-	-	2.7.13.3	ko:K03407	ko02020,ko02030,map02020,map02030	M00506	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022,ko02035	-	-	-	CheW,H-kinase_dim,HATPase_c,Hpt
ZMO1_ZMO0084	1123270.ATUR01000002_gene2062	1.17e-16	75.1	2AA15@1|root,30Z9S@2|Bacteria,1PM70@1224|Proteobacteria,2VEBH@28211|Alphaproteobacteria,2K7F3@204457|Sphingomonadales	204457|Sphingomonadales	S	STAS domain	-	-	-	-	-	-	-	-	-	-	-	-	STAS_2
ZMO1_ZMO0085	264203.ZMO0085	5.55e-246	683.0	COG0840@1|root,COG0840@2|Bacteria,1MU9B@1224|Proteobacteria,2TQR7@28211|Alphaproteobacteria,2K0BV@204457|Sphingomonadales	204457|Sphingomonadales	NT	methyl-accepting chemotaxis protein	-	-	-	ko:K03406	ko02020,ko02030,map02020,map02030	-	-	-	ko00000,ko00001,ko02035	-	-	-	MCPsignal
ZMO1_ZMO0086	264203.ZMO0086	0.0	1413.0	COG0317@1|root,COG0317@2|Bacteria,1MU44@1224|Proteobacteria,2TQNY@28211|Alphaproteobacteria,2K15Q@204457|Sphingomonadales	204457|Sphingomonadales	KT	In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance	-	-	2.7.6.5,3.1.7.2	ko:K00951,ko:K01139	ko00230,map00230	-	R00336,R00429	RC00002,RC00078	ko00000,ko00001,ko01000,ko03009	-	-	-	ACT_4,HD_4,RelA_SpoT,TGS
ZMO1_ZMO0090	264203.ZMO0090	3.27e-186	518.0	COG1028@1|root,COG1028@2|Bacteria,1MUWC@1224|Proteobacteria,2TV32@28211|Alphaproteobacteria,2K1RY@204457|Sphingomonadales	204457|Sphingomonadales	IQ	Belongs to the short-chain dehydrogenases reductases (SDR) family	-	-	-	-	-	-	-	-	-	-	-	-	adh_short_C2
ZMO1_ZMO0094	264203.ZMO0094	7.26e-241	662.0	COG0502@1|root,COG0502@2|Bacteria,1MVFF@1224|Proteobacteria,2TSD6@28211|Alphaproteobacteria,2K19B@204457|Sphingomonadales	204457|Sphingomonadales	H	Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism	bioB	-	2.8.1.6	ko:K01012	ko00780,ko01100,map00780,map01100	M00123,M00573,M00577	R01078	RC00441	ko00000,ko00001,ko00002,ko01000	-	-	-	BATS,Radical_SAM
ZMO1_ZMO0096	264203.ZMO0096	1e-119	343.0	COG0558@1|root,COG0558@2|Bacteria,1RCZ7@1224|Proteobacteria,2TUI7@28211|Alphaproteobacteria,2K47C@204457|Sphingomonadales	204457|Sphingomonadales	I	Belongs to the CDP-alcohol phosphatidyltransferase class-I family	pgsA	-	2.7.8.41,2.7.8.5	ko:K00995,ko:K08744	ko00564,ko01100,map00564,map01100	-	R01801,R02030	RC00002,RC00017,RC02795	ko00000,ko00001,ko01000	-	-	-	CDP-OH_P_transf
ZMO1_ZMO0099	264203.ZMO0099	2.03e-291	797.0	COG0477@1|root,COG2814@2|Bacteria,1QTWR@1224|Proteobacteria,2TW1S@28211|Alphaproteobacteria,2K09D@204457|Sphingomonadales	204457|Sphingomonadales	EGP	Major facilitator superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
ZMO1_ZMO0100	264203.ZMO0100	1.7e-88	259.0	COG1733@1|root,COG1733@2|Bacteria,1MZ6N@1224|Proteobacteria,2UHIS@28211|Alphaproteobacteria,2KD8P@204457|Sphingomonadales	204457|Sphingomonadales	K	PFAM helix-turn-helix HxlR type	-	-	-	-	-	-	-	-	-	-	-	-	HxlR
ZMO1_ZMO0101	264203.ZMO0101	9.93e-269	734.0	COG0451@1|root,COG0451@2|Bacteria,1MXJ1@1224|Proteobacteria,2TWRC@28211|Alphaproteobacteria,2KEHU@204457|Sphingomonadales	204457|Sphingomonadales	GM	NAD dependent epimerase/dehydratase family	-	-	-	-	-	-	-	-	-	-	-	-	Epimerase
ZMO1_ZMO0103	264203.ZMO0103	0.0	1026.0	COG1680@1|root,COG1680@2|Bacteria,1MY01@1224|Proteobacteria,2U2AI@28211|Alphaproteobacteria,2K0Z4@204457|Sphingomonadales	204457|Sphingomonadales	V	beta-lactamase	-	-	3.5.2.6	ko:K01467	ko01501,ko02020,map01501,map02020	M00628	R06363	RC01499	ko00000,ko00001,ko00002,ko01000	-	-	-	Beta-lactamase
ZMO1_ZMO0105	264203.ZMO0105	0.0	963.0	COG0065@1|root,COG0065@2|Bacteria,1MVYR@1224|Proteobacteria,2TR6K@28211|Alphaproteobacteria,2K0IM@204457|Sphingomonadales	204457|Sphingomonadales	E	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate	leuC	-	4.2.1.33,4.2.1.35	ko:K01703	ko00290,ko00660,ko00966,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map00966,map01100,map01110,map01210,map01230	M00432,M00535	R03896,R03898,R03968,R04001,R08620,R08624,R08628,R08634,R08641,R08645,R10170	RC00497,RC00976,RC00977,RC01041,RC01046,RC03072	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Aconitase
ZMO1_ZMO0106	264203.ZMO0106	7.06e-138	389.0	COG0066@1|root,COG0066@2|Bacteria,1MVXB@1224|Proteobacteria,2TRRS@28211|Alphaproteobacteria,2JZWQ@204457|Sphingomonadales	204457|Sphingomonadales	E	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate	leuD	-	4.2.1.33,4.2.1.35	ko:K01704	ko00290,ko00660,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map01100,map01110,map01210,map01230	M00432,M00535	R03896,R03898,R03968,R04001,R10170	RC00976,RC00977,RC01041,RC01046,RC03072	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Aconitase_C
ZMO1_ZMO0107	264203.ZMO0107	1.39e-189	526.0	COG0746@1|root,COG0746@2|Bacteria,1QWF1@1224|Proteobacteria,2TXF5@28211|Alphaproteobacteria,2KEHV@204457|Sphingomonadales	204457|Sphingomonadales	H	MobA-like NTP transferase domain	-	-	-	-	-	-	-	-	-	-	-	-	NTP_transf_3
ZMO1_ZMO0108	264203.ZMO0108	3.7e-70	211.0	COG2076@1|root,COG2076@2|Bacteria,1MZ54@1224|Proteobacteria,2UBXR@28211|Alphaproteobacteria,2K69C@204457|Sphingomonadales	204457|Sphingomonadales	U	Small multidrug resistance protein	-	-	-	ko:K03297	-	-	-	-	ko00000,ko02000	2.A.7.1	-	-	Multi_Drug_Res
ZMO1_ZMO0109	264203.ZMO0109	0.0	962.0	2EJZM@1|root,33DQ6@2|Bacteria,1N7GI@1224|Proteobacteria,2UNWC@28211|Alphaproteobacteria,2K945@204457|Sphingomonadales	204457|Sphingomonadales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ZMO1_ZMO0110	264203.ZMO0110	2.94e-237	652.0	COG1215@1|root,COG1215@2|Bacteria,1QU2F@1224|Proteobacteria,2U0P8@28211|Alphaproteobacteria,2K007@204457|Sphingomonadales	204457|Sphingomonadales	M	Glycosyl transferase family 2	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2
ZMO1_ZMO0111	264203.ZMO0111	0.0	1159.0	COG0488@1|root,COG0488@2|Bacteria,1MU37@1224|Proteobacteria,2TR3X@28211|Alphaproteobacteria,2K0QQ@204457|Sphingomonadales	204457|Sphingomonadales	S	of ABC transporters with duplicated ATPase	-	-	-	ko:K15738	-	-	-	-	ko00000,ko02000	3.A.1.120.6	-	-	ABC_tran,ABC_tran_CTD
ZMO1_ZMO0112	264203.ZMO0112	1.63e-79	236.0	29288@1|root,2ZPSV@2|Bacteria,1NJAG@1224|Proteobacteria,2UMCR@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PepSY
ZMO1_ZMO0113	264203.ZMO0113	0.0	985.0	COG0147@1|root,COG0147@2|Bacteria,1MVBJ@1224|Proteobacteria,2TUBY@28211|Alphaproteobacteria,2K1FB@204457|Sphingomonadales	204457|Sphingomonadales	EH	component I	pabB	-	2.6.1.85,4.1.3.38	ko:K01665,ko:K03342	ko00790,map00790	-	R01716,R05553	RC00010,RC01418,RC01843,RC02148	ko00000,ko00001,ko01000,ko01007	-	-	-	Aminotran_4,Anth_synt_I_N,Chorismate_bind
ZMO1_ZMO0114	264203.ZMO0114	1.36e-145	410.0	COG0512@1|root,COG0512@2|Bacteria,1MV5Y@1224|Proteobacteria,2TU3N@28211|Alphaproteobacteria,2K28N@204457|Sphingomonadales	204457|Sphingomonadales	EH	with PabB catalyzes the formation of 4-amino-4-deoxychorismate from chorismate and glutamine in para-aminobenzoate synthesis	-	-	2.6.1.85,4.1.3.27	ko:K01658,ko:K01664	ko00400,ko00405,ko00790,ko01100,ko01110,ko01130,ko01230,ko02024,ko02025,map00400,map00405,map00790,map01100,map01110,map01130,map01230,map02024,map02025	M00023	R00985,R00986,R01716	RC00010,RC01418,RC02148,RC02414	ko00000,ko00001,ko00002,ko01000	-	-	-	GATase
ZMO1_ZMO0115	264203.ZMO0115	3.69e-194	539.0	COG0115@1|root,COG0115@2|Bacteria,1MZAK@1224|Proteobacteria,2U9QU@28211|Alphaproteobacteria,2KD10@204457|Sphingomonadales	204457|Sphingomonadales	H	PFAM aminotransferase class IV	-	-	2.6.1.42	ko:K00826	ko00270,ko00280,ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00270,map00280,map00290,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00036,M00119,M00570	R01090,R01214,R02199,R10991	RC00006,RC00036	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_4
ZMO1_ZMO0116	264203.ZMO0116	1.95e-103	298.0	COG1959@1|root,COG1959@2|Bacteria,1RGUG@1224|Proteobacteria,2UANJ@28211|Alphaproteobacteria,2K4GF@204457|Sphingomonadales	204457|Sphingomonadales	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	Rrf2
ZMO1_ZMO0117	264203.ZMO0117	0.0	1093.0	COG0369@1|root,COG1151@2|Bacteria,1N88B@1224|Proteobacteria,2U11A@28211|Alphaproteobacteria,2JZW5@204457|Sphingomonadales	204457|Sphingomonadales	C	Catalyzes the reduction of hydroxylamine to form NH(3) and H(2)O	hcp	-	1.7.99.1	ko:K05601	ko00910,map00910	-	R00143	RC02797	ko00000,ko00001,ko01000	-	-	-	Prismane
ZMO1_ZMO0119	264203.ZMO0119	2.25e-264	726.0	COG3004@1|root,COG3004@2|Bacteria,1MW15@1224|Proteobacteria,2TSI5@28211|Alphaproteobacteria,2K097@204457|Sphingomonadales	204457|Sphingomonadales	P	) H( ) antiporter that extrudes sodium in exchange for external protons	nhaA	-	-	ko:K03313	-	-	-	-	ko00000,ko02000	2.A.33.1	-	-	Na_H_antiport_1
ZMO1_ZMO0120	264203.ZMO0120	2e-264	723.0	COG0167@1|root,COG0167@2|Bacteria	2|Bacteria	F	dihydroorotate dehydrogenase activity	pyrD	-	1.3.1.14	ko:K02823,ko:K17828	ko00240,ko01100,map00240,map01100	M00051	R01869	RC00051	ko00000,ko00001,ko00002,ko01000	-	-	-	DHODB_Fe-S_bind,DHO_dh,NAD_binding_1
ZMO1_ZMO0121	264203.ZMO0121	0.0	887.0	COG2256@1|root,COG2256@2|Bacteria,1MUVS@1224|Proteobacteria,2TQVF@28211|Alphaproteobacteria,2K1Z2@204457|Sphingomonadales	204457|Sphingomonadales	L	ATPase related to the helicase subunit of the Holliday junction resolvase	-	-	-	ko:K07478	-	-	-	-	ko00000	-	-	-	AAA,AAA_assoc_2,MgsA_C,RuvB_N
ZMO1_ZMO0124	555217.Zmob_0706	0.0	978.0	COG0433@1|root,COG0433@2|Bacteria,1MVA9@1224|Proteobacteria,2TTKA@28211|Alphaproteobacteria,2K0TP@204457|Sphingomonadales	204457|Sphingomonadales	S	Domain of unknown function DUF87	-	-	-	ko:K06915	-	-	-	-	ko00000	-	-	-	DUF87
ZMO1_ZMO0125	264203.ZMO0125	6.11e-106	306.0	COG2606@1|root,COG2606@2|Bacteria,1RGX5@1224|Proteobacteria,2U5DV@28211|Alphaproteobacteria,2K4R5@204457|Sphingomonadales	204457|Sphingomonadales	J	Belongs to the prolyl-tRNA editing family. YbaK EbsC subfamily	-	-	-	ko:K03976	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	tRNA_edit
ZMO1_ZMO0127	264203.ZMO0127	4.03e-239	656.0	28JIP@1|root,2Z82C@2|Bacteria,1R5N9@1224|Proteobacteria,2U7X1@28211|Alphaproteobacteria,2KCHX@204457|Sphingomonadales	204457|Sphingomonadales	S	S1 P1 nuclease	-	-	-	-	-	-	-	-	-	-	-	-	S1-P1_nuclease
ZMO1_ZMO0128	264203.ZMO0128	0.0	1674.0	COG4772@1|root,COG4772@2|Bacteria,1MVMV@1224|Proteobacteria,2TWFY@28211|Alphaproteobacteria,2KEHW@204457|Sphingomonadales	204457|Sphingomonadales	P	TonB-dependent receptor plug	-	-	-	ko:K02014	-	-	-	-	ko00000,ko02000	1.B.14	-	-	Plug,TonB_dep_Rec
ZMO1_ZMO0130	264203.ZMO0130	2.94e-193	535.0	COG0671@1|root,COG0671@2|Bacteria,1RJT1@1224|Proteobacteria,2U99G@28211|Alphaproteobacteria,2K1Q5@204457|Sphingomonadales	204457|Sphingomonadales	I	Acid phosphatase	-	GO:0005575,GO:0005623,GO:0042597,GO:0044464	3.1.3.2	ko:K09474	ko00740,ko01100,ko02020,map00740,map01100,map02020	-	R00548	RC00017	ko00000,ko00001,ko01000	-	-	-	PAP2
ZMO1_ZMO0131	264203.ZMO0131	9.5e-240	657.0	COG1409@1|root,COG1409@2|Bacteria,1MUQJ@1224|Proteobacteria,2TTSK@28211|Alphaproteobacteria,2K969@204457|Sphingomonadales	204457|Sphingomonadales	S	Calcineurin-like phosphoesterase	-	-	-	-	-	-	-	-	-	-	-	-	Metallophos
ZMO1_ZMO0132	555217.Zmob_0699	4.27e-87	267.0	COG0790@1|root,COG0790@2|Bacteria,1MWPA@1224|Proteobacteria,2UV55@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	PFAM Sel1 domain protein repeat-containing protein	-	-	-	-	-	-	-	-	-	-	-	-	Sel1
ZMO1_ZMO0133	264203.ZMO0133	2.21e-40	147.0	COG0790@1|root,COG0790@2|Bacteria,1MWPA@1224|Proteobacteria,2TR2B@28211|Alphaproteobacteria	28211|Alphaproteobacteria	C	Sel1 domain protein repeat-containing protein	-	-	-	ko:K07126	-	-	-	-	ko00000	-	-	-	Sel1
ZMO1_ZMO2040	555217.Zmob_0697	4.43e-33	137.0	COG0790@1|root,COG0790@2|Bacteria,1MWPA@1224|Proteobacteria,2TR2B@28211|Alphaproteobacteria,2K2V2@204457|Sphingomonadales	204457|Sphingomonadales	S	PFAM Sel1 domain protein repeat-containing protein	-	-	-	ko:K07126	-	-	-	-	ko00000	-	-	-	Sel1
ZMO1_ZMO2041	555217.Zmob_0696	1.6e-43	156.0	COG0790@1|root,COG0790@2|Bacteria,1MWPA@1224|Proteobacteria,2TR2B@28211|Alphaproteobacteria	28211|Alphaproteobacteria	C	Sel1 domain protein repeat-containing protein	-	-	-	ko:K07126	-	-	-	-	ko00000	-	-	-	Sel1
ZMO1_ZMO0134	264203.ZMO0134	1.02e-43	149.0	COG0790@1|root,COG0790@2|Bacteria,1MWPA@1224|Proteobacteria,2TR2B@28211|Alphaproteobacteria	28211|Alphaproteobacteria	C	Sel1 domain protein repeat-containing protein	-	-	-	ko:K07126	-	-	-	-	ko00000	-	-	-	Sel1
ZMO1_ZMO0135	264203.ZMO0135	9.92e-48	164.0	COG0790@1|root,COG0790@2|Bacteria,1RJ71@1224|Proteobacteria,2U15P@28211|Alphaproteobacteria,2K032@204457|Sphingomonadales	204457|Sphingomonadales	S	FOG TPR repeat, SEL1 subfamily	-	-	-	-	-	-	-	-	-	-	-	-	SPOR,Sel1
ZMO1_ZMO0136	264203.ZMO0136	9.64e-45	157.0	COG0790@1|root,COG0790@2|Bacteria,1MWPA@1224|Proteobacteria,2TR2B@28211|Alphaproteobacteria	28211|Alphaproteobacteria	C	Sel1 domain protein repeat-containing protein	-	-	-	ko:K07126	-	-	-	-	ko00000	-	-	-	Sel1
ZMO1_ZMO0139	264203.ZMO0139	7.59e-211	581.0	COG3001@1|root,COG3001@2|Bacteria,1MVHX@1224|Proteobacteria,2U4VF@28211|Alphaproteobacteria,2K3CP@204457|Sphingomonadales	204457|Sphingomonadales	G	Fructosamine kinase	-	-	-	-	-	-	-	-	-	-	-	-	Fructosamin_kin
ZMO1_ZMO0140	264203.ZMO0140	4.13e-114	327.0	COG0394@1|root,COG0394@2|Bacteria,1RH90@1224|Proteobacteria,2U72X@28211|Alphaproteobacteria,2K5E1@204457|Sphingomonadales	204457|Sphingomonadales	T	Belongs to the low molecular weight phosphotyrosine protein phosphatase family	ptpA	-	3.1.3.48	ko:K01104	-	-	-	-	ko00000,ko01000	-	-	-	LMWPc
ZMO1_ZMO0142	264203.ZMO0142	1.28e-162	455.0	COG0325@1|root,COG0325@2|Bacteria,1MWN7@1224|Proteobacteria,2TR5Z@28211|Alphaproteobacteria,2K0C6@204457|Sphingomonadales	204457|Sphingomonadales	S	Pyridoxal 5'-phosphate (PLP)-binding protein, which is involved in PLP homeostasis	-	-	-	ko:K06997	-	-	-	-	ko00000	-	-	-	Ala_racemase_N
ZMO1_ZMO0143	264203.ZMO0143	2.3e-229	631.0	COG1131@1|root,COG1131@2|Bacteria,1MUW7@1224|Proteobacteria,2TR2Q@28211|Alphaproteobacteria,2K06G@204457|Sphingomonadales	204457|Sphingomonadales	V	ABC-type multidrug transport system, ATPase component	-	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
ZMO1_ZMO0144	264203.ZMO0144	0.0	1077.0	COG0029@1|root,COG0029@2|Bacteria,1RBQW@1224|Proteobacteria,2TS0E@28211|Alphaproteobacteria,2JZXW@204457|Sphingomonadales	204457|Sphingomonadales	H	Catalyzes the oxidation of L-aspartate to iminoaspartate	nadB	-	1.4.3.16	ko:K00278	ko00250,ko00760,ko01100,map00250,map00760,map01100	M00115	R00357,R00481	RC00006,RC02566	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_binding_2,Succ_DH_flav_C
ZMO1_ZMO0145	555217.Zmob_0686	0.0	1120.0	COG2234@1|root,COG2234@2|Bacteria,1MV86@1224|Proteobacteria,2TVJ5@28211|Alphaproteobacteria,2K04D@204457|Sphingomonadales	204457|Sphingomonadales	S	Peptidase, M28	-	-	-	-	-	-	-	-	-	-	-	-	PA,Peptidase_M28
ZMO1_ZMO0148	264203.ZMO0148	6.32e-165	464.0	COG4704@1|root,COG4704@2|Bacteria,1RITF@1224|Proteobacteria,2UAIQ@28211|Alphaproteobacteria,2K5C0@204457|Sphingomonadales	204457|Sphingomonadales	S	Uncharacterized protein conserved in bacteria (DUF2141)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2141
ZMO1_ZMO0149	264203.ZMO0149	1.15e-178	496.0	COG0220@1|root,COG0220@2|Bacteria,1MUWJ@1224|Proteobacteria,2TUU9@28211|Alphaproteobacteria,2K0BM@204457|Sphingomonadales	204457|Sphingomonadales	J	Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA	trmB	-	2.1.1.33	ko:K03439	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Methyltransf_4
ZMO1_ZMO0150	264203.ZMO0150	2.95e-147	414.0	COG0454@1|root,COG0456@2|Bacteria,1RD57@1224|Proteobacteria,2U78P@28211|Alphaproteobacteria	28211|Alphaproteobacteria	K	COG0454 Histone acetyltransferase HPA2 and related acetyltransferases	mobC	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1
ZMO1_ZMO0152	264203.ZMO0152	0.0	917.0	COG0469@1|root,COG0469@2|Bacteria,1MU21@1224|Proteobacteria,2TRFV@28211|Alphaproteobacteria,2K07D@204457|Sphingomonadales	204457|Sphingomonadales	G	Belongs to the pyruvate kinase family	pyk	-	2.7.1.40	ko:K00873	ko00010,ko00230,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko04930,ko05165,ko05203,ko05230,map00010,map00230,map00620,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map04930,map05165,map05203,map05230	M00001,M00002,M00049,M00050	R00200,R00430,R01138,R01858,R02320	RC00002,RC00015	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	PK,PK_C
ZMO1_ZMO2043	555217.Zmob_0681	1.18e-46	150.0	COG3750@1|root,COG3750@2|Bacteria,1N77J@1224|Proteobacteria,2UFX6@28211|Alphaproteobacteria,2K5Z1@204457|Sphingomonadales	204457|Sphingomonadales	S	Belongs to the UPF0335 family	-	-	-	-	-	-	-	-	-	-	-	-	DUF2312
ZMO1_ZMO0153	264203.ZMO0153	3.38e-171	478.0	COG0217@1|root,COG0217@2|Bacteria,1MW3X@1224|Proteobacteria,2TRSK@28211|Alphaproteobacteria,2K0KW@204457|Sphingomonadales	204457|Sphingomonadales	K	transcriptional regulatory protein	-	-	-	-	-	-	-	-	-	-	-	-	Transcrip_reg
ZMO1_ZMO0154	264203.ZMO0154	2.84e-109	315.0	COG0817@1|root,COG0817@2|Bacteria,1MUJI@1224|Proteobacteria,2U70Z@28211|Alphaproteobacteria,2K4Q1@204457|Sphingomonadales	204457|Sphingomonadales	L	Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group	ruvC	-	3.1.22.4	ko:K01159	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	RuvC
ZMO1_ZMO0155	264203.ZMO0155	8.03e-143	404.0	COG0632@1|root,COG0632@2|Bacteria,1MWJR@1224|Proteobacteria,2TSKM@28211|Alphaproteobacteria,2K2JA@204457|Sphingomonadales	204457|Sphingomonadales	L	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of RuvB	ruvA	-	3.6.4.12	ko:K03550	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	HHH_5,RuvA_C,RuvA_N
ZMO1_ZMO0156	264203.ZMO0156	8.62e-77	229.0	2ERDC@1|root,33IZ0@2|Bacteria,1NN2I@1224|Proteobacteria,2UNG2@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ZMO1_ZMO0157	264203.ZMO0157	1.17e-217	601.0	COG1052@1|root,COG1052@2|Bacteria,1MU2D@1224|Proteobacteria,2TTJV@28211|Alphaproteobacteria,2K0IQ@204457|Sphingomonadales	204457|Sphingomonadales	CH	D-isomer specific 2-hydroxyacid dehydrogenase	-	-	-	-	-	-	-	-	-	-	-	-	2-Hacid_dh,2-Hacid_dh_C
ZMO1_ZMO0158	264203.ZMO0158	8.54e-246	675.0	COG2255@1|root,COG2255@2|Bacteria,1MU38@1224|Proteobacteria,2TQNG@28211|Alphaproteobacteria,2K0Y3@204457|Sphingomonadales	204457|Sphingomonadales	L	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing	ruvB	-	3.6.4.12	ko:K03551	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	RuvB_C,RuvB_N
ZMO1_ZMO0160	264203.ZMO0160	7.6e-118	337.0	COG0824@1|root,COG0824@2|Bacteria,1MZH6@1224|Proteobacteria,2UBYM@28211|Alphaproteobacteria,2K4JS@204457|Sphingomonadales	204457|Sphingomonadales	S	thioesterase	-	-	-	ko:K07107	-	-	-	-	ko00000,ko01000	-	-	-	4HBT,4HBT_2
ZMO1_ZMO0161	264203.ZMO0161	1.13e-158	446.0	COG0811@1|root,COG0811@2|Bacteria,1NCWW@1224|Proteobacteria,2TQXQ@28211|Alphaproteobacteria,2K039@204457|Sphingomonadales	204457|Sphingomonadales	U	MotA TolQ ExbB proton channel	tolQ	-	-	ko:K03562	ko01120,map01120	-	-	-	ko00000,ko02000	1.A.30.2.2	-	-	MotA_ExbB
ZMO1_ZMO0162	264203.ZMO0162	9.77e-114	327.0	COG0848@1|root,COG0848@2|Bacteria,1MZ6M@1224|Proteobacteria,2UA46@28211|Alphaproteobacteria,2K53V@204457|Sphingomonadales	204457|Sphingomonadales	U	Biopolymer transport protein	tolR	-	-	ko:K03560	-	-	-	-	ko00000,ko02000	1.A.30.2.2	-	-	ExbD
